Episode,Date,Guests (Himself/Herself - Role),References
11x02,2018-11-03,yo0hg9al:Des Clarke (Himself - Host);s1i29exq:Iain Stirling (Himself);9w6faun1:Jay Lafferty (Herself);wwg6s0zu:Hugo Rifkind (Himself);1l6yikyd:Elaine Malcolmson (Herself),https://www.bbc.co.uk/programmes/m0000z10
11x03,2018-11-10,yo0hg9al:Des Clarke (Himself - Host);uhxw9vxb:Tiffany Stevenson (Herself);chbeskv0:Erich McElroy (Himself);24rr2a2d:Rachel McCormack (Herself);l2nbkkfm:Marc Jennings (Himself),https://www.bbc.co.uk/programmes/m0001200
11x04,2018-11-17,yo0hg9al:Des Clarke (Himself - Host);m9avpti1:Alistair Barrie (Himself);rpobptuc:Ashley Storrie (Herself);4fardcxu:Mark Nelson (Himself);b8u882ab:Clare Johnston (Herself),https://www.bbc.co.uk/programmes/m00014xf
11x05,2018-11-24,yo0hg9al:Des Clarke (Himself - Host);0kvfpevl:Fern Brady (Herself);ifylat4m:Ahir Shah (Himself);xfir9m27:Val McDermid (Herself);qwrviibp:Stuart Mitchell (Himself),https://www.bbc.co.uk/programmes/m0001857
11x06,2018-11-30,yo0hg9al:Des Clarke (Himself - Host);ra1ov9e4:Neil Delamere (Himself);qp0qe0du:Martel Maxwell (Herself);mh7o9kml:Jim Smith (Himself);9w6faun1:Jay Lafferty (Herself),https://www.bbc.co.uk/programmes/b0bt7k7k
11x07,2018-12-01,yo0hg9al:Des Clarke (Himself - Host);ra1ov9e4:Neil Delamere (Himself);qp0qe0du:Martel Maxwell (Herself);mh7o9kml:Jim Smith (Himself);9w6faun1:Jay Lafferty (Herself),https://www.bbc.co.uk/programmes/m0001c1z
11x08,2018-12-08,yo0hg9al:Des Clarke (Himself - Host);fne2eqbt:Kirsty Wark (Herself);luynjnx4:Andrew Maxwell (Himself);o7c9j7r2:Susan Riddell (Herself);t7ojzioh:Neil Bratchpiece (Himself),https://www.bbc.co.uk/programmes/m0001g46
11x09,2018-12-15,yo0hg9al:Des Clarke (Himself - Host);jy005qm0:Raymond Mearns (Himself);rwra1x7w:Eleanor Tiernan (Herself);qwrviibp:Stuart Mitchell (Himself);v464vgtj:Hannah McGill (Herself),https://www.bbc.co.uk/programmes/m0001kfp
11x10,2018-12-22,yo0hg9al:Des Clarke (Himself - Host);sx5n2tkh:Phill Jupitus (Himself);1l6yikyd:Elaine Malcolmson (Herself);qe4nnl4n:Susie McCabe (Herself);37tufajs:Chitra Ramaswamy (Herself),https://www.bbc.co.uk/programmes/m0001nv9
12x01,2019-03-01,yo0hg9al:Des Clarke (Himself - Host);nlbhhrhx:Susan Calman (Herself);27y8byz9:Rory Bremner (Himself);uhxw9vxb:Tiffany Stevenson (Herself);qwrviibp:Stuart Mitchell (Himself),https://www.bbc.co.uk/programmes/m0002s76
12x02,2019-03-08,yo0hg9al:Des Clarke (Himself - Host);5eveb8p1:Jo Caulfield (Herself);521jju92:Catriona Shearer (Herself);jy005qm0:Raymond Mearns (Himself);l2nbkkfm:Marc Jennings (Himself),https://www.bbc.co.uk/programmes/m000304n
12x03,2019-03-15,yo0hg9al:Des Clarke (Himself - Host);ifylat4m:Ahir Shah (Himself);30np5w57:Kaye Adams (Herself);v5ud22gw:Janey Godley (Herself);4fardcxu:Mark Nelson (Himself),https://www.bbc.co.uk/programmes/m00036cj
12x04,2019-03-22,yo0hg9al:Des Clarke (Himself - Host);luynjnx4:Andrew Maxwell (Himself);1l6yikyd:Elaine Malcolmson (Herself);mh7o9kml:Jim Smith (Himself);v464vgtj:Hannah McGill (Herself),https://www.bbc.co.uk/programmes/m0003djz
12x05,2019-03-29,yo0hg9al:Des Clarke (Himself - Host);ra1ov9e4:Neil Delamere (Himself);9w6faun1:Jay Lafferty (Herself);6789ekpd:Jamie Macdonald (Himself);24rr2a2d:Rachel McCormack (Herself),https://www.bbc.co.uk/programmes/m0003k6d
12x06,2019-04-05,yo0hg9al:Des Clarke (Himself - Host);v5ud22gw:Janey Godley (Herself);7dit8z42:Lewis Macleod (Himself);xfir9m27:Val McDermid (Herself);m9avpti1:Alistair Barrie (Himself),https://www.bbc.co.uk/programmes/m0003rns
12x07,2019-04-12,yo0hg9al:Des Clarke (Himself - Host);qe4nnl4n:Susie McCabe (Herself);9d9jak3m:Christopher Brookmyre (Himself);8uj80z2f:Athena Kugblenu (Herself);3cyg48c5:Ray Bradshaw (Himself),https://www.bbc.co.uk/programmes/m0003zqy
12x08,2019-04-19,yo0hg9al:Des Clarke (Himself - Host);yzcnla0i:Geoff Norcott (Himself);qp0qe0du:Martel Maxwell (Herself);qwrviibp:Stuart Mitchell (Himself);rpobptuc:Ashley Storrie (Herself),https://www.bbc.co.uk/programmes/m000461k
12x09,2019-04-26,yo0hg9al:Des Clarke (Himself - Host);pgoexum5:Lucy Porter (Herself);wwg6s0zu:Hugo Rifkind (Himself);1l6yikyd:Elaine Malcolmson (Herself);4fardcxu:Mark Nelson (Himself),https://www.bbc.co.uk/programmes/m0004fls
12x10,2019-05-03,yo0hg9al:Des Clarke (Himself - Host);jy005qm0:Raymond Mearns (Himself);mbdoxt50:Ayesha Hazarika (Herself);si97alm2:Matt Forde (Himself);9w6faun1:Jay Lafferty (Herself),https://www.bbc.co.uk/programmes/m0004l31
12Plusx01,2019-06-21,yo0hg9al:Des Clarke (Himself - Host);ea7kakgp:Alun Cochrane (Himself);qe4nnl4n:Susie McCabe (Herself);37tufajs:Chitra Ramaswamy (Herself);b9w9p305:Liam Withnail (Himself),https://www.bbc.co.uk/programmes/m0005zyy
12Plusx02,2019-06-28,jnjpntd0:Chris Forbes (Himself - Host);30np5w57:Kaye Adams (Herself);4fardcxu:Mark Nelson (Himself);ge0o6imo:Njambi McGrath (Herself);yd2npdyx:Gareth Waugh (Himself),https://www.bbc.co.uk/programmes/m00065n7
12Plusx03,2019-07-05,yo0hg9al:Des Clarke (Himself - Host);ra1ov9e4:Neil Delamere (Himself);9sqpxu9c:Marjolein Robertson (Herself);mh7o9kml:Jim Smith (Himself);6bdiqjri:Amna Saleem (Herself),https://www.bbc.co.uk/programmes/m0006cwh
12Plusx04,2019-07-12,yo0hg9al:Des Clarke (Himself - Host);gyprn5xn:Joe Heenan (Himself);mbdoxt50:Ayesha Hazarika (Herself);6789ekpd:Jamie Macdonald (Himself);atq5kqc3:Amy Matthews (Herself),https://www.bbc.co.uk/programmes/m0006mts
12Plusx05,2019-07-19,yo0hg9al:Des Clarke (Himself - Host);suxshpu3:Sara Barron (Herself);9w6faun1:Jay Lafferty (Herself);wwg6s0zu:Hugo Rifkind (Himself);ipsv3r78:Billy Kirkwood (Himself),https://www.bbc.co.uk/programmes/m0006v16
12Plusx06,2019-07-26,yo0hg9al:Des Clarke (Himself - Host);uhxw9vxb:Tiffany Stevenson (Herself);l2nbkkfm:Marc Jennings (Himself);ifylat4m:Ahir Shah (Himself);nop1ei63:Amy Irons (Herself),https://www.bbc.co.uk/programmes/m00070tn
12Plusx07,2019-07-26,yo0hg9al:Des Clarke (Himself - Host);08tkx8oo:Justin Moorhouse (Himself);1l6yikyd:Elaine Malcolmson (Herself);rbk3287h:Scott Agnew (Himself);2xd62pbg:Karen Bartke (Herself),https://www.bbc.co.uk/programmes/m00076lm
12Plusx08,2019-08-09,yo0hg9al:Des Clarke (Himself - Host);lqu3n4lu:Ed Byrne (Himself);xfir9m27:Val McDermid (Herself);wldzexml:Jena Friedman (Herself);qwrviibp:Stuart Mitchell (Himself),https://www.bbc.co.uk/programmes/m0007d9m
12Plusx09,2019-08-16,yo0hg9al:Des Clarke (Himself - Host);jtkbv70w:Zoe Lyons (Herself);v5ud22gw:Janey Godley (Herself);23f5tpmc:Aaron Gillies (Himself);d6y23535:Christopher Macarthur-Boyd (Himself),https://www.bbc.co.uk/programmes/m0007d9m
12Plusx10,2019-08-23,yo0hg9al:Des Clarke (Himself - Host);fmg0vgaf:Andy Zaltzman (Himself);g1yvca5i:Catherine Bohart (Herself);oc9qloaa:Laura Lexx (Herself);jy005qm0:Raymond Mearns (Himself),https://www.bbc.co.uk/programmes/m0007rrv
13x01,2019-10-18,yo0hg9al:Des Clarke (Himself - Host);crotskgy:Ken Cheng (Himself);9w6faun1:Jay Lafferty (Herself);ipsv3r78:Billy Kirkwood (Himself);rpobptuc:Ashley Storrie (Herself),https://www.bbc.co.uk/programmes/m0009ddm
13x02,2019-10-25,yo0hg9al:Des Clarke (Himself - Host);5eveb8p1:Jo Caulfield (Herself);jqzjrtvc:Jennifer Reoch (Herself);qwrviibp:Stuart Mitchell (Himself);mh7o9kml:Jim Smith (Himself),https://www.bbc.co.uk/programmes/m0009ljg
13x03,2019-11-01,yo0hg9al:Des Clarke (Himself - Host);1l6yikyd:Elaine Malcolmson (Herself);l2nbkkfm:Marc Jennings (Himself);rg6du3rr:Judith Ralston (Herself);mh7o9kml:Jim Smith (Himself),https://www.bbc.co.uk/programmes/m0009sn4
13x04,2019-11-08,yo0hg9al:Des Clarke (Himself - Host);uhxw9vxb:Tiffany Stevenson (Herself);qp0qe0du:Martel Maxwell (Herself);4fardcxu:Mark Nelson (Himself);mh7o9kml:Jim Smith (Himself),https://www.bbc.co.uk/programmes/m000b11z
13x05,2019-11-15,yo0hg9al:Des Clarke (Himself - Host);cy7pwrvj:Judy Murray (Herself);qe4nnl4n:Susie McCabe (Herself);3cyg48c5:Ray Bradshaw (Himself);mh7o9kml:Jim Smith (Himself),https://www.bbc.co.uk/programmes/m000b850
13x06,2019-11-22,yo0hg9al:Des Clarke (Himself - Host);ra1ov9e4:Neil Delamere (Himself);9sqpxu9c:Marjolein Robertson (Herself);suxshpu3:Sara Barron (Herself);mh7o9kml:Jim Smith (Himself),https://www.bbc.co.uk/programmes/m000bgqx
13x07,2019-11-29,yo0hg9al:Des Clarke (Himself - Host);ifylat4m:Ahir Shah (Himself);1l6yikyd:Elaine Malcolmson (Herself);txe1frvh:Amy Matthews (Himself);mh7o9kml:Jim Smith (Himself),https://www.bbc.co.uk/programmes/m000bnr9
13x08,2019-12-06,yo0hg9al:Des Clarke (Himself - Host);v5ud22gw:Janey Godley (Herself);6789ekpd:Jamie Macdonald (Himself);jma7jazd:Maisie Adam (Herself);mh7o9kml:Jim Smith (Himself),https://www.bbc.co.uk/programmes/m000bw9n
13x09,2019-12-20,yo0hg9al:Des Clarke (Himself - Host);rpobptuc:Ashley Storrie (Herself);m9avpti1:Alistair Barrie (Himself);8uj80z2f:Athena Kugblenu (Herself);mh7o9kml:Jim Smith (Himself),https://www.bbc.co.uk/programmes/m000cbj6
13x10,2019-12-24,yo0hg9al:Des Clarke (Himself - Host);521jju92:Catriona Shearer (Herself);qe4nnl4n:Susie McCabe (Herself);jy005qm0:Raymond Mearns (Himself);mh7o9kml:Jim Smith (Himself),https://www.bbc.co.uk/programmes/m000ck82
Sx02,2021-02-14,yo0hg9al:Des Clarke (Himself - Host);wy7q4n0b:Sanjeev Kohli (Himself);qe4nnl4n:Susie McCabe (Herself);rpobptuc:Ashley Storrie (Herself);l2nbkkfm:Marc Jennings (Himself),https://www.bbc.co.uk/programmes/m000sg0w
14x01,2019-10-18,yo0hg9al:Des Clarke (Himself - Host);9w6faun1:Jay Lafferty (Herself);ipsv3r78:Billy Kirkwood (Himself);rpobptuc:Ashley Storrie (Herself);crotskgy:Ken Cheng (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/14/1/
14x02,2019-10-25,yo0hg9al:Des Clarke (Himself - Host);mh7o9kml:Jim Smith (Himself);5eveb8p1:Jo Caulfield (Herself);qwrviibp:Stuart Mitchell (Himself);jqzjrtvc:Jennifer Reoch (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/14/2/
14x03,2019-11-01,yo0hg9al:Des Clarke (Himself - Host);rg6du3rr:Judith Ralston (Herself);l2nbkkfm:Marc Jennings (Himself);1l6yikyd:Elaine Malcolmson (Herself);mh7o9kml:Jim Smith (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/14/3/
14x04,2019-11-08,yo0hg9al:Des Clarke (Himself - Host);uhxw9vxb:Tiffany Stevenson (Herself);qp0qe0du:Martel Maxwell (Herself);4fardcxu:Mark Nelson (Himself);mh7o9kml:Jim Smith (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/14/4/
14x05,2019-11-15,yo0hg9al:Des Clarke (Himself - Host);cy7pwrvj:Judy Murray (Herself);qe4nnl4n:Susie McCabe (Herself);3cyg48c5:Ray Bradshaw (Himself);mh7o9kml:Jim Smith (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/14/5/
14x06,2019-11-22,yo0hg9al:Des Clarke (Himself - Host);ra1ov9e4:Neil Delamere (Himself);9sqpxu9c:Marjolein Robertson (Herself);suxshpu3:Sara Barron (Herself);mh7o9kml:Jim Smith (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/14/6/
14x07,2019-11-29,yo0hg9al:Des Clarke (Himself - Host);ifylat4m:Ahir Shah (Himself);1l6yikyd:Elaine Malcolmson (Herself);atq5kqc3:Amy Matthews (Herself);mh7o9kml:Jim Smith (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/14/7/
14x08,2019-12-06,yo0hg9al:Des Clarke (Himself - Host);v5ud22gw:Janey Godley (Herself);jma7jazd:Maisie Adam (Herself);6789ekpd:Jamie MacDonald (Himself);mh7o9kml:Jim Smith (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/14/8/
14x09,2019-12-20,yo0hg9al:Des Clarke (Himself - Host);8uj80z2f:Athena Kugblenu (Herself);rpobptuc:Ashley Storrie (Herself);m9avpti1:Alistair Barrie (Himself);mh7o9kml:Jim Smith (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/14/9/
14x10,2019-12-24,yo0hg9al:Des Clarke (Himself - Host);521jju92:Catriona Shearer (Herself);qe4nnl4n:Susie McCabe (Herself);jy005qm0:Raymond Mearns (Himself);mh7o9kml:Jim Smith (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/14/10/
15x01,2020-02-21,yo0hg9al:Des Clarke (Himself - Host);8uj80z2f:Athena Kugblenu (Herself);9w6faun1:Jay Lafferty (Herself);jy005qm0:Raymond Mearns (Himself);mh7o9kml:Jim Smith (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/15/1/
15x02,2020-02-28,yo0hg9al:Des Clarke (Himself - Host);30np5w57:Kaye Adams (Herself);1l6yikyd:Elaine Malcolmson (Herself);4fardcxu:Mark Nelson (Himself);mh7o9kml:Jim Smith (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/15/2/
15x03,2020-03-06,yo0hg9al:Des Clarke (Himself - Host);pgoexum5:Lucy Porter (Herself);rpobptuc:Ashley Storrie (Herself);luynjnx4:Andrew Maxwell (Himself);6789ekpd:Jamie MacDonald (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/15/3/
15x04,2020-03-13,yo0hg9al:Des Clarke (Himself - Host);qe4nnl4n:Susie McCabe (Herself);4o00yn0w:Sophie Duker (Herself);7dit8z42:Lewis Macleod (Himself);mh7o9kml:Jim Smith (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/15/4/
15x05,2020-03-20,yo0hg9al:Des Clarke (Himself - Host);v5ud22gw:Janey Godley (Herself);4fardcxu:Mark Nelson (Himself);9w6faun1:Jay Lafferty (Herself);kixa6kqn:Bruce Devlin (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/15/5/
15x06,2020-03-27,yo0hg9al:Des Clarke (Himself - Host);qwrviibp:Stuart Mitchell (Himself);1l6yikyd:Elaine Malcolmson (Herself);3cyg48c5:Ray Bradshaw (Himself);rpobptuc:Ashley Storrie (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/15/6/
15x07,2020-04-03,yo0hg9al:Des Clarke (Himself - Host);4fardcxu:Mark Nelson (Himself);9sqpxu9c:Marjolein Robertson (Herself);ipsv3r78:Billy Kirkwood (Himself);atq5kqc3:Amy Matthews (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/15/7/
15x08,2020-04-10,yo0hg9al:Des Clarke (Himself - Host);9w6faun1:Jay Lafferty (Herself);qe4nnl4n:Susie McCabe (Herself);6789ekpd:Jamie MacDonald (Himself);mh7o9kml:Jim Smith (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/15/8/
15x09,2020-04-17,yo0hg9al:Des Clarke (Himself - Host);5eveb8p1:Jo Caulfield (Herself);v5ud22gw:Janey Godley (Herself);3cyg48c5:Ray Bradshaw (Himself);kixa6kqn:Bruce Devlin (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/15/9/
15x10,2020-04-24,yo0hg9al:Des Clarke (Himself - Host);ra1ov9e4:Neil Delamere (Himself);rpobptuc:Ashley Storrie (Herself);27w60biu:Jojo Sutherland (Herself);d6y23535:Christopher Macarthur-Boyd (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/15/10/
15x11,2020-05-01,yo0hg9al:Des Clarke (Himself - Host);bbjlysaj:Fred MacAulay (Himself);atq5kqc3:Amy Matthews (Herself);l2nbkkfm:Marc Jennings (Himself);9sqpxu9c:Marjolein Robertson (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/15/11/
15x12,2020-05-08,yo0hg9al:Des Clarke (Himself - Host);9w6faun1:Jay Lafferty (Herself);jy005qm0:Raymond Mearns (Himself);5eveb8p1:Jo Caulfield (Herself);yd2npdyx:Gareth Waugh (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/15/12/
16x01,2020-06-26,yo0hg9al:Des Clarke (Himself - Host);lcx9zc14:Miles Jupp (Himself);8uj80z2f:Athena Kugblenu (Herself);9w6faun1:Jay Lafferty (Herself);yd2npdyx:Gareth Waugh (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/16/1/
16x02,2020-07-03,yo0hg9al:Des Clarke (Himself - Host);v5ud22gw:Janey Godley (Herself);fmg0vgaf:Andy Zaltzman (Himself);g1yvca5i:Catherine Bohart (Herself);3cyg48c5:Ray Bradshaw (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/16/2/
16x03,2020-07-10,yo0hg9al:Des Clarke (Himself - Host);1rtqz52s:Russell Kane (Himself);rpobptuc:Ashley Storrie (Herself);4fardcxu:Mark Nelson (Himself);1l6yikyd:Elaine Malcolmson (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/16/3/
16x04,2020-07-17,yo0hg9al:Des Clarke (Himself - Host);zq3h8ifh:Darren Harriott (Himself);5eveb8p1:Jo Caulfield (Herself);kixa6kqn:Bruce Devlin (Himself);2xd62pbg:Karen Bartke (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/16/4/
16x05,2020-07-24,yo0hg9al:Des Clarke (Himself - Host);zs45y9m6:Felicity Ward (Herself);ra1ov9e4:Neil Delamere (Himself);o7c9j7r2:Susan Riddell (Herself);7dit8z42:Lewis Macleod (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/16/5/
16x06,2020-07-31,yo0hg9al:Des Clarke (Himself - Host);jtkbv70w:Zoe Lyons (Herself);5dvk7gjz:Henning Wehn (Himself);qwrviibp:Stuart Mitchell (Himself);9sqpxu9c:Marjolein Robertson (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/16/6/
16x07,2020-08-07,yo0hg9al:Des Clarke (Himself - Host);sy2sdgn0:Dane Baptiste (Himself);uhxw9vxb:Tiffany Stevenson (Herself);9w6faun1:Jay Lafferty (Herself);6789ekpd:Jamie MacDonald (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/16/7/
16x08,2020-08-14,yo0hg9al:Des Clarke (Himself - Host);luynjnx4:Andrew Maxwell (Himself);rpobptuc:Ashley Storrie (Herself);z1nz6b3b:Larry Dean (Himself);atq5kqc3:Amy Matthews (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/16/8/
16x09,2020-08-21,yo0hg9al:Des Clarke (Himself - Host);bbjlysaj:Fred MacAulay (Himself);bgfey1xd:Josie Long (Herself);qe4nnl4n:Susie McCabe (Herself);rbk3287h:Scott Agnew (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/16/9/
16x10,2020-08-28,yo0hg9al:Des Clarke (Himself - Host);pgoexum5:Lucy Porter (Herself);jy005qm0:Raymond Mearns (Himself);jma7jazd:Maisie Adam (Herself);l2nbkkfm:Marc Jennings (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/16/10/
17x01,2020-10-16,yo0hg9al:Des Clarke (Himself - Host);9w6faun1:Jay Lafferty (Herself);m9avpti1:Alistair Barrie (Himself);g1yvca5i:Catherine Bohart (Herself);rbk3287h:Scott Agnew (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/17/1/
17x02,2020-10-23,yo0hg9al:Des Clarke (Himself - Host);rpobptuc:Ashley Storrie (Herself);27y8byz9:Rory Bremner (Himself);pgoexum5:Lucy Porter (Herself);jy005qm0:Raymond Mearns (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/17/2/
17x03,2020-10-30,yo0hg9al:Des Clarke (Himself - Host);ra1ov9e4:Neil Delamere (Himself);27w60biu:Jojo Sutherland (Herself);ipsv3r78:Billy Kirkwood (Himself);jma7jazd:Maisie Adam (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/17/3/
17x04,2020-11-06,yo0hg9al:Des Clarke (Himself - Host);lcx9zc14:Miles Jupp (Himself);v5ud22gw:Janey Godley (Herself);n5ouehky:Olga Koch (Herself);qwrviibp:Stuart Mitchell (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/17/4/
17x05,2020-11-13,yo0hg9al:Des Clarke (Himself - Host);bbjlysaj:Fred MacAulay (Himself);uhxw9vxb:Tiffany Stevenson (Herself);4fardcxu:Mark Nelson (Himself);1l6yikyd:Elaine Malcolmson (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/17/5/
17x06,2020-11-20,yo0hg9al:Des Clarke (Himself - Host);fmg0vgaf:Andy Zaltzman (Himself);mbdoxt50:Ayesha Hazarika (Herself);l2nbkkfm:Marc Jennings (Himself);atq5kqc3:Amy Matthews (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/17/6/
17x07,2020-11-27,yo0hg9al:Des Clarke (Himself - Host);kb3a51qs:Mark Watson (Himself);0kvfpevl:Fern Brady (Herself);3cyg48c5:Ray Bradshaw (Himself);wphysp4x:Alison Spittle (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/17/7/
17x08,2020-12-04,yo0hg9al:Des Clarke (Himself - Host);mh7o9kml:Jim Smith (Himself);5eveb8p1:Jo Caulfield (Herself);9sqpxu9c:Marjolein Robertson (Herself);6789ekpd:Jamie MacDonald (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/17/8/
17x09,2020-12-11,yo0hg9al:Des Clarke (Himself - Host);bgfey1xd:Josie Long (Herself);qe4nnl4n:Susie McCabe (Herself);b9w9p305:Liam Withnail (Himself);yd2npdyx:Gareth Waugh (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/17/9/
17x10,2020-12-18,yo0hg9al:Des Clarke (Himself - Host);jtkbv70w:Zoe Lyons (Herself);d6y23535:Christopher Macarthur-Boyd (Himself);kixa6kqn:Bruce Devlin (Himself);oc9qloaa:Laura Lexx (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/17/10/
17x11,2020-12-26,yo0hg9al:Des Clarke (Himself - Host);mh7o9kml:Jim Smith (Himself);v5ud22gw:Janey Godley (Herself);9w6faun1:Jay Lafferty (Herself);4fardcxu:Mark Nelson (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/17/11/
18x01,2021-02-14,yo0hg9al:Des Clarke (Himself - Host);wy7q4n0b:Sanjeev Kohli (Himself);qe4nnl4n:Susie McCabe (Herself);rpobptuc:Ashley Storrie (Herself);l2nbkkfm:Marc Jennings (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/18/1/
18x02,2021-02-19,yo0hg9al:Des Clarke (Himself - Host);g1yvca5i:Catherine Bohart (Herself);jy005qm0:Raymond Mearns (Himself);9w6faun1:Jay Lafferty (Herself);b9w9p305:Liam Withnail (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/18/2/
18x03,2021-02-26,yo0hg9al:Des Clarke (Himself - Host);bbjlysaj:Fred MacAulay (Himself);jtkbv70w:Zoe Lyons (Herself);jma7jazd:Maisie Adam (Herself);yd2npdyx:Gareth Waugh (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/18/3/
18x04,2021-03-05,yo0hg9al:Des Clarke (Himself - Host);rpobptuc:Ashley Storrie (Herself);m9avpti1:Alistair Barrie (Himself);atq5kqc3:Amy Matthews (Herself);qwrviibp:Stuart Mitchell (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/18/4/
18x05,2021-03-12,yo0hg9al:Des Clarke (Himself - Host);fmg0vgaf:Andy Zaltzman (Himself);n5ouehky:Olga Koch (Herself);o7c9j7r2:Susan Riddell (Herself);6789ekpd:Jamie MacDonald (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/18/5/
18x06,2021-03-19,yo0hg9al:Des Clarke (Himself - Host);funl9xzs:Marcus Brigstocke (Himself);v5ud22gw:Janey Godley (Herself);l2nbkkfm:Marc Jennings (Himself);wuf3ef9r:Ria Lina (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/18/6/
18x07,2021-03-26,yo0hg9al:Des Clarke (Himself - Host);zs45y9m6:Felicity Ward (Herself);ifylat4m:Ahir Shah (Himself);4fardcxu:Mark Nelson (Himself);1l6yikyd:Elaine Malcolmson (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/18/7/
18x08,2021-04-02,yo0hg9al:Des Clarke (Himself - Host);lcx9zc14:Miles Jupp (Himself);8uj80z2f:Athena Kugblenu (Herself);9sqpxu9c:Marjolein Robertson (Herself);d6y23535:Christopher Macarthur-Boyd (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/18/8/
18x10,2021-04-16,yo0hg9al:Des Clarke (Himself - Host);27y8byz9:Rory Bremner (Himself);bgfey1xd:Josie Long (Herself);4o00yn0w:Sophie Duker (Herself);3cyg48c5:Ray Bradshaw (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/18/10/
18x11,2021-04-23,yo0hg9al:Des Clarke (Himself - Host);ra1ov9e4:Neil Delamere (Himself);qe4nnl4n:Susie McCabe (Herself);oc9qloaa:Laura Lexx (Herself);kixa6kqn:Bruce Devlin (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/18/11/
19x01,2021-06-18,yo0hg9al:Des Clarke (Himself - Host);mh7o9kml:Jim Smith (Himself);xfir9m27:Val McDermid (Herself);jma7jazd:Maisie Adam (Herself);4fardcxu:Mark Nelson (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/19/1/
19x02,2021-06-25,yo0hg9al:Des Clarke (Himself - Host);rpobptuc:Ashley Storrie (Herself);8uj80z2f:Athena Kugblenu (Herself);m9avpti1:Alistair Barrie (Himself);d6y23535:Christopher Macarthur-Boyd (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/19/2/
19x03,2021-07-02,yo0hg9al:Des Clarke (Himself - Host);pgoexum5:Lucy Porter (Herself);rbk3287h:Scott Agnew (Himself);9sqpxu9c:Marjolein Robertson (Herself);b9w9p305:Liam Withnail (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/19/3/
