# Fields: Name	IMDB ID	Wikipedia	Chortle ID	Gender
Paul Sinha	nm2551155	Paul_Sinha	524	male
Paul Strathern				male
Paul Sykes				male
Paul Tyler				male
Paul Watson				male
Paul Wellens				male
Paul Whitehouse			34214	male
Paul Young				male
Paul Zenon			317	male
Paula Abdul				female
Paula Hamilton				female
Paula Hawkins				female
Paula Lane				female
Paula Radcliffe				female
Paula Tilbrook				female
Paula Wilcox				female
Paula Yates				female
Pauline Collins				female
Pauline Fleming				female
Pauline McLynn				female
Pauline Neville-Jones				female
Pauline Perry				female
Pauline Prescott				female
Pauline Quirke				female
Pauline Yates				female
Pavlos Avlamis				male
Peaches Geldof				female
Pearl Lowe				female
Peg Alexander				female
Peggy Fenner				female
Penelope Keith				female
Penelope Wilton				female
Penn Jillette				male
Penney Poyzer				female
Penny Junor				female
Penny Lancaster				female
Penny Mordaunt				female
Penny Palmano				female
Penny Roberts				female
Penny Smith				female
Penny Spencer				female
Penny Stokes				female
Peregrine Worsthorne				male
Perez Hilton				male
Perri Shakes-Drayton				female
Perrie Edwards				female
Peta Buscombe				female
Pete Best				male
Pete Burns				male
Pete Conway				male
Pete Deveraux				male
Pete McCarthy				male
Pete Shelley				male
Pete Tong				male
Pete Waterman				male
Pete Wishart				male
Peter Ackroyd				male
Peter Adamson				male
Peter Ainsworth				male
Peter Alliss				male
Peter Amory				male
Peter Andre				male
Peter Archer				male
Peter Atkins				male
Peter Bazalgette				male
Peter Beardsley				male
Peter Birkett				male
Peter Bone				male
Peter Bottomley				male
Peter Bowles				male
Peter Bradshaw				male
Peter Brooke				male
Peter Brough				male
Peter Burke				male
Peter Cain				male
Peter Capaldi				male
Peter Cook			498	male
Peter Cox				male
Peter Crouch				male
Peter Davison				male
Peter Denley				male
Peter Dickson				male
Peter Donaldson				male
Peter Dunwoodie				male
Peter Ebdon				male
Peter Egan				male
Peter Fleming				male
Peter Forshaw				male
Peter Ghosh				male
Peter Gilmore				male
Peter Grant				male
Peter Haigh				male
Peter Hain				male
Peter Hall				male
Peter Harman				male
Peter Harvey				male
Peter Hennessy				male
Peter Hill-Norton				male
Peter Hillimore				male
Peter Hillmore				male
Peter Hitchens				male
Peter Hobday				male
Peter Hook				male
Peter Jackson				male
Peter Jay				male
Peter Jenkins				male
Peter Jonas				male
Peter Jones	nm0429012	Peter_Jones_(actor)		male
Peter Jones [entrepreneur]	nm1814229	Peter_Jones_(entrepreneur)		male
Peter Jones [historian]				male
Peter Kellner				male
Peter Kilfoyle				male
Peter Lilley				male
Peter Lovenkrands				male
Peter Luff				male
Peter MacKay				male
Peter Mandelson				male
Peter Mandler				male
Peter Marshall				male
Peter McKay				male
Peter Millican				male
Peter Morgan				male
Peter Newsam				male
Peter Noone				male
Peter Norfolk				male
Peter Oborne				male
Peter Parker				male
Peter Pormann				male
Peter Reid				male
Peter Riddell				male
Peter Ridsdale				male
Peter Sagal				male
Peter Sallis				male
Peter Schmeichel				male
Peter Scudamore				male
Peter Serafinowicz			33281	male
Peter Shilton				male
Peter Shore				male
Peter Sissons				male
Peter Stringfellow				male
Peter Sutherland				male
Peter Swaab				male
Peter Tapsell				male
Peter Tatchell				male
Peter Taylor				male
Peter Thompson				male
Peter Thorneycroft				male
Peter Timms				male
Peter Tork				male
Peter Tory				male
Peter Walker				male
Peter Watson				male
Peter Wilson				male
Peter Wiseman				male
Peter de Bolla				male
Petrina Holdsworth				female
Petronella Wyatt				female
Petula Clark				female
Phil Alexander				male
Phil Brown				male
Phil Charles				male
Phil Daniels				male
Phil Jagielka				male
Phil Jupitus				male
Phil Kay			355	male
Phil Larder				male
Phil Nichol			597	male
Phil Perkins				male
Phil Redmond				male
Phil Spencer				male
Phil Taylor				male
Phil Thompson				male
Phil Tufnell				male
Phil Vickery				male
Phil Wang			33665	male
Phil Williams				male
Phil Willis				male
Phil Woolas				male
Philip Alexander				male
Philip Bailey				male
Philip Ball				male
Philip Bulcock				male
Philip Bull				male
Philip Davis				male
Philip Franks				male
Philip Glenister				male
Philip Hammond				male
Philip Hardie				male
Philip Howard				male
Philip Huward				male
Philip Lowrie				male
Philip Martin Brown				male
Philip Maurice Davis				male
Philip Neville				male
Philip Olivier				male
Philip Welch				male
Philip de Glanville				male
Philippa Browning				female
Philippa Forrester				female
Philippa Kennedy				female
Philippe Saint Andre				male
Philippe Saint-Andre				male
Philippe Senderos				male
Phill Jupitus	nm0432793	Phill_Jupitus	2688	male
Phillip Dodd				male
Phillip Schofield				male
Phillips Idowu				male
Phillis Levin				female
Phoebe Brown				female
Phyllida Law				female
Phyllis Calvert				female
Phyllis Logan				female
Pierre-Yves Gerbeau				male
Piers Morgan				male
Pietro Corsi				male
Pik Botha				male
Pippa Evans			33395	female
Pippa Funnell				female
Pippa Greenwood				female
Pixie Lott				female
Polly Toynbee				female
Polly Vernon				female
Pom Oliver				male
Preeya Kalidas				female
Preston				male
Prew Boswell				female
Priti Patel				female
Prof Heinz Wolff				male
Profesor John Gray				male
Professor Alan Walker				male
Professor Alan Winfield				male
Professor Amartya Sen				male
Professor Angus Wilson				male
Professor Anil Seth				male
Professor Barry Marshall				male
Professor Catherine Belsey				female
Professor Chris Plack				male
Professor Clare Lees				female
Professor Colin Richmond				male
Professor Dame Hermione Lee				female
Professor Danielle George				female
Professor David Cannadine				male
Professor Ed Copeland				male
Professor Eric Hobsbawm				male
Professor Eve Mitleton-Kelly				female
Professor Frank Close				male
Professor Fred Piper				male
Professor George Steiner				male
Professor Gerald Edelman				male
Professor Green				male
Professor Heinz Wolff				male
Professor Henry Louis Gates Jr				male
Professor Homi Bhabha				male
Professor Jared Diamond				male
Professor John Keane				male
Professor Malcolm Bowie				male
Professor Martin Ward				male
Professor Michael Ruse Philosopher of Biology				male
Professor Paul Davies				male
Professor Quentin Bell				male
Professor Raymond Tallis				male
Professor Richard Dawkins				male
Professor Richard Sennett				male
Professor Roger Cashmore				male
Professor Russell Stannard				male
Professor Sarah Bridle				female
Professor Sheila McLean				female
Professor Sir Frank Kermode				male
Professor Sir Martin Rees				male
Professor Steve Jones				male
Professor Tim O'Brien				male
Professor Tom Devine				male
Professor Tom Kirkwood				male
Professor Tony Ryan				male
Professor Trevor Cox				male
Professor V S Ramachandran				male
Professor Vilayanur Ramachandran				male
Prue Leith				female
Prunella Gee				female
Prunella Scales				female
Pär Wiksten	nm2844215	The_Wannadies		male
Pål Waaktaar				male
Quentin Bell				
Quentin Letts				male
Quentin Skinner				male
Quentin Willson				male
Quintin Hogg				male
Quinton Fortune				male
R.V. Jones				male
Rabbi Lionel Blue				male
Rabbi Norman Solomon				male
Rachael Heyhoe-Flint				female
Rachel Agnew				female
Rachel Allen				female
Rachel Anderson			33567	female
Rachel Billington				female
Rachel Bowlby				female
Rachel Grant				female
Rachel Hunter				female
Rachel Johnson				female
Rachel Kelly				female
Rachel Khoo				female
Rachel Leskovac				female
Rachel Mairs				female
Rachel Reeves				female
Rachel Riley	nm3205512	Rachel_Riley		female
Rachel Roberts				female
Rachel Stevens				female
Rachel Wood				female
Rachel de Thame				female
Raef Bjayou				male
Rageh Omaar				male
Raghav				male
Rain Pryor			2965	female
Raj Persaud				male
Rajko Radovic				male
Ralf Dahrendorf				male
Ralf Little				male
Ralph Ineson				male
Rami Khouri				male
Ramin Karimloo				male
Ramon Christian				other
Rana Kabbani				female
Rana Mitter				male
Raoul Heertje				male
Raphael Gualazzi				male
Raphael Ibanez				male
Rasmus Nagel				male
Raul Malo				male
Rav Singh				male
Rav Wilding				male
Ray Alan			33632	male
Ray Buckton				male
Ray Dorset				male
Ray Fearon				male
Ray Johnson				male
Ray Meagher				male
Ray Mears				male
Ray Michie				female
Ray Monk				male
Ray Parker Jr.				male
Ray Parlour				male
Ray Peacock			245	male
Ray Quinn				male
Ray Stevenson				male
Ray Whitney				male
Ray Wilkins				male
Ray Williamson				male
Ray Winstone				male
Raymond Baxter				male
Raymond Blanc				male
Raymond Flood				male
Raymond Geuss				male
Raymond Mearns			33167	male
Raymond Robertson				male
Raymond Tallis				
Rebecca Adlington				female
Rebecca Ferguson				female
Rebecca Front				female
Rebecca Hardy				female
Rebecca Hunter				female
Rebecca Kilner				female
Rebecca Romero				female
Rebecca Spang				female
Rebecca Wheatley				female
Rebekah Clements				female
Rebekah Higgitt				female
Reece Ritchie				male
Reece Shearsmith			33212	male
Reg Prentice				male
Reg Presley				male
Regenia Gagnier				female
Reggie Yates				male
Regina Spektor				female
Reginald D. Hunter	nm1853304	Reginald_D._Hunter	603	male
Renee Houston				female
Rev Andrew Teal				male
Rev Roger Royle				male
Reverend Dr Charlotte Methuen				female
Reverend Richard Coles				male
Rhian Williams				female
Rhod Gilbert	nm2548572	Rhod_Gilbert	236	male
Rhodes Boyson				male
Rhodri Lewis				male
Rhodri Morgan				male
Rhona Cameron			188	female
Rhun ap Iorwerth				male
Rhys Darby			561	male
Rhys James			33956	male
Rhys Priestland				male
Rhys Thomas			33213	male
Ricci Guarnaccio				male
Rich Archer				male
Rich Fulcher			33717	male
Rich Hall	nm0356025	Rich_Hall	230	male
Richard Alston				male
Richard Arnold				male
Richard Ayoade			375	male
Richard Bacon				male
Richard Baker				male
Richard Beckinsale				male
Richard Blackwood				male
Richard Boston				male
Richard Bourke				male
Richard Bowring				male
Richard Bradley				male
Richard Branson				male
Richard Briers				male
Richard Brown				male
Richard Buxton				male
Richard Cairns				male
Richard Coles				male
Richard Corfield				male
Richard Cross				male
Richard Dannatt				male
Richard Davenport-Hines				male
Richard Dawkins				male
Richard Drayton				male
Richard Dreyfuss				male
Richard Drummie				male
Richard Dunwoody				male
Richard E Grant				male
Richard E. Grant				male
Richard Evans				male
Richard Fairbrass				male
Richard Fleeshman				male
Richard Fortey				male
Richard Gameson				male
Richard Gombrich				male
Richard Gordon				male
Richard Gregory				male
Richard Hadfield				male
Richard Hadlee				male
Richard Hamblyn				male
Richard Hammond				male
Richard Harries				male
Richard Harrington				male
Richard Herring			579	male
Richard Hibbard				male
Richard Hill				male
Richard Hingley				male
Richard Holme				male
Richard Holmes				male
Richard Hughes				male
Richard Hunter				male
Richard Ingrams	nm1454747	Richard_Ingrams		male
Richard J Evans				male
Richard Johnson				male
Richard Lambert				male
Richard Lane				male
Richard Last				male
Richard Littlejohn				male
Richard Luce				male
Richard Madeley				male
Richard McCourt				male
Richard McNamara				male
Richard Morton			522	male
Richard Murdoch				male
Richard Needham				male
Richard Neville				male
Richard O'Brien				male
Richard O'Sullivan				male
Richard Ollard				male
Richard Osman		Richard_Osman		male
Richard Park				male
Richard Parkinson				male
Richard Peirce				male
Richard Perle				male
Richard Rathbone				male
Richard Rogers				male
Richard Ryder				male
Richard Sennett				
Richard Shepherd				male
Richard Sorabji				male
Richard Stilgoe				male
Richard Stilsoe				male
Richard Stoneman				male
Richard Vernon				male
Richard Vranch			3149	male
Richard Wattis				male
Richard Weston				male
Richard Whatmore				male
Richard Whitehead				male
Richard Whiteley				male
Richard Wilson				male
Richard Wiseman				male
Richard Wollheim				male
Richie Wermerling				male
Richie Woodhall				male
Rick Astley				male
Rick Edwards				male
Rick McMurray				male
Rick Parfitt				male
Rick Stein				male
Rick Wakeman				male
Rickie Haywood Williams				male
Ricky Burdett				male
Ricky Gervais			457	male
Ricky Hatton				male
Ricky Norwood				male
Ricky Ross				male
Ricky Tomlinson				male
Ricky Whittle				male
Ricky Wilson				male
Rihanna				female
Ringo Starr				male
Rita Donaghy				female
Rita Hunter				female
Rita Ora				female
Rita Rogers				female
Rita Simons				female
Rita Tushingham				female
Ritchie Neville				male
Ritchie Robertson				male
Rizzle Kicks				male
Rob Beckett	nm1954673	Rob_Beckett	33670	male
Rob Bonnet				male
Rob Brydon	nm0117339	Rob_Brydon	3134	male
Rob Buckman				male
Rob Burrow				male
Rob Deering			88	male
Rob Delaney			33946	male
Rob Green				male
Rob Heyland				male
Rob Hopkins				male
Rob Howley				male
Rob Iliffe				male
Rob Key				male
Rob Lutton				male
Rob Moore				male
Rob Rouse			259	male
Rob Schneider			33655	male
Rob Stewart				male
Robbie Coltrane				male
Robbie Grabarz				male
Robbie Hunter-Paul				male
Robbie Keane				male
Robbie Paul				male
Robbie Savage				male
Robbie Williams				male
Robert Bathurst				male
Robert Beatty				male
Robert Beck				male
Robert Black				male
Robert Buckman				male
Robert Burchfield				male
Robert Charles Bryan				male
Robert Chesshyre				male
Robert Daws				male
Robert Foley				male
Robert Fox				male
Robert Gildea				male
Robert Gleave				male
Robert Green				male
Robert Gwilym				male
Robert Hampson				male
Robert Harris				male
Robert Horley				male
Robert Horton				male
Robert Hoyland				male
Robert Iliffe				male
Robert Irwin				male
Robert Jobson				male
Robert Kaplan				male
Robert Kee				male
Robert Kennicutt				male
Robert Key				male
Robert Kilroy-Silk				male
Robert Lindsay				male
Robert Llewellyn				male
Robert M. Rey				male
Robert Maclennan				male
Robert Maxwell				male
Robert McCartney				male
Robert McKenzie				male
Robert Mellish				male
Robert Mill				male
Robert Morley				male
Robert Newman				male
Robert Peston				male
Robert Poole				male
Robert Powell				male
Robert Pynsent				male
Robert R. Kiley				male
Robert Reed				male
Robert Rinder				male
Robert Robinson				male
Robert Scott				male
Robert Service				male
Robert Swan				male
Robert Tavernor				male
Robert Tombs				male
Robert Vaughn				male
Robert Webb			33515	male
Robert Winston				male
Robert Woof				male
Roberta Taylor				female
Robin Bailey				male
Robin Campbell				male
Robin Cook				male
Robin Corbett				male
Robin Cousins			123	male
Robin Day				male
Robin Ellis				male
Robin Gibb				male
Robin Ince			179	male
Robin Knox-Johnston				male
Robin Lustig				male
Robin Nedwell				male
Robin Page				male
Robin Ray				male
Robin Thicke				male
Robin Wilson				male
Robson Green				male
Robyn Carlsson				female
Robyn Peterson				female
Rocco Forte				male
Rochelle Humes		Rochelle_Humes		female
Rod Eddington				male
Rod Hackney				male
Rod Liddle				male
Rod Stewart				male
Rodney Bickerstaffe				male
Rodney Klevan				male
Roel Sterckx				male
Roey Sweet				female
Roger Black				male
Roger Cashmore				male
Roger Crisp				male
Roger Crowley				male
Roger Daltrey				male
Roger Freeman				male
Roger Gale				male
Roger Helmer				male
Roger Highfield				male
Roger Lloyd				male
Roger Lloyd Pack				male
Roger McGough				male
Roger Moore				male
Roger Penrose				male
Roger Poole				male
Roger Scruton				male
Roger Taylor				male
Roisin Conaty	nm4421176	Roisin_Conaty	337	female
Roisin Murphy				female
Roland Enmarch				male
Roland Rudd				male
Rolando Villazón				male
Rolf Harris				male
Romeo				male
Romeo Stodart				male
Romesh Ranganathan	nm4229189	Romesh_Ranganathan	33674	male
Ron Brown				male
Ron Davies				male
Ron Goodwin				male
Ron Knott				male
Ron Mael				male
Ron Moody				male
Ron Wood				male
Ronald Dworkin				male
Ronald Hayman				male
Ronan Keating				male
Roni Size				male
Ronni Ancona				female
Ronnie Corbett			33357	male
Ronnie Irani				male
Roque Santa Cruz				male
Rory Best				male
Rory Bremner			153	male
Rory McGrath			34242	male
Rory McIlroy				male
Rory Stewart				male
Rosalind Gilmore				female
Rosalind Miles				female
Rosalind Thomas				female
Rosalyn Higgins				female
Rosamond McKitterick				female
Rosamund Bartlett				female
Rosanna Keefe				female
Rose-Marie				female
Roseanna Cunningham				female
Rosemary Ashton				female
Rosemary Cramp				female
Rosemary Hollis				female
Rosemary Leach				female
Rosemary Righter				female
Rosemary Shrager				female
Rosemary Sweet				female
Rosie Barnes				female
Rosie Boycott				female
Rosie Cavaliero				female
Rosie Kane				female
Rosie Marcel				female
Rosie Millard				female
Rosie Stancer				female
Ross Davenport				male
Ross Edgley				male
Ross Fisher				male
Ross Kelly				male
Ross Kemp				male
Ross Noble	nm0633665	Ross_Noble	545	male
Rosy Edwards				female
Rowan Pelling				female
Rowetta Satchell				female
Rowland Rivron				male
Roxanne McKee				female
Roxanne Pallett				female
Roy Barraclough				male
Roy Calne				male
Roy Close				male
Roy Dotrice				male
Roy Evans				male
Roy Foster				male
Roy Gibson				male
Roy Hattersley				male
Roy Hudd				male
Roy Jenkins				male
Roy Marsden				male
Roy Porter				male
Roy Shaw				male
Roy Stride				male
Roy Walker				male
Roy Wood				male
Ruby Wax				female
Rudolph Walker				male
Rufus Hound	nm1879644	https://en.wikipedia.org/wiki/Rufus_Hound	59	male
Rula Lenska				female
Rumer				female
Rupert Allason				male
Rupert Davies				male
Rupert Evans				male
Rupert Everett				male
Rushanara Ali				female
Russ Abbot				male
Russ Spencer				male
Russ T. Rocket				male
Russel Da				male
Russell Brand			228	male
Russell Davies				male
Russell Foster				male
Russell Grant				male
Russell Harty				male
Russell Howard	nm2224565	Russell_Howard	537	male
Russell Johnston				male
Russell Kane			160	male
Russell Mael				male
Russell Peters			33692	male
Russell Profitt				male
Russell Stannard				
Russell Tovey				male
Russell Twisk				male
Russell Watson				male
Rustie Lee				female
Ruth Badger				female
Ruth Bratt			288	female
Ruth Davidson				female
Ruth Deech				female
Ruth Goodman				female
Ruth Gregory				female
Ruth Harris				female
Ruth Jones				female
Ruth Kelly				female
Ruth Kinna				female
Ruth Langsford				female
Ruth Lea				female
Ruth Levitt				female
Ruth Mackenzie				female
Ruth Madoc				female
Ruth Padel				female
Ruth Richardson				female
Ruth Rogers				female
Ruth Tatlow				female
Ruth Turner				female
Ruth Wishart				female
Ruthie Henshall				female
Ryan Fletcher				male
Ryan Hall				male
Ryan Jarman				male
Ryan Jones				male
Ryan Kowarsky				male
Ryan Molloy				male
Ryan Richards				male
Ryan Sidebottom				male
Ryan Thomas				male
Rylan				male
Rylan Clark				male
Sabrina Washington				female
Sacha Baron Cohen				other
Sacha Parkinson				female
Sadie Plant				female
Sadiq Khan				male
Saffron				female
Saffron Burrows				female
Saira Khan				female
Sajid Javid				male
Sally Alexander				female
Sally Bee				female
Sally Bercow				female
Sally Dynevor				female
Sally Farmiloe				female
Sally Gunnell				female
Sally Hamwee				female
Sally Hitchiner				female
Sally James				female
Sally Lindsay				female
Sally Magnusson				female
Sally Morgan				female
Sally Oliver				female
Sally Oppenheim				female
Sally Phillips				female
Salma Yaqoob				female
Salman Rushdie				male
Sam Adams Nye				male
Sam Attwater				male
Sam Bailey				female
Sam Brown				female
Sam Callis				male
Sam Duckworth				male
Sam Faiers				female
Sam Gray				male
Sam Kydd				male
Sam Leith				male
Sam Nixon				male
Sam Simmons			3068	male
Sam Stevenson				female
Sam Tomkins				male
Sam Torrance				male
Sam Whimster				male
Samantha Beckinsale				female
Samantha Bond				female
Samantha Fox				female
Samantha Giles				female
Samantha Morton				female
Samantha Mumba				female
Samantha Murray				female
Samantha Robson				female
Samantha Seager				female
Samantha Womack				female
Sami Shah			34201	male
Samia Ghadie				female
Samir Siksek				male
Samira Ahmed				female
Sammy Wilson				male
Sammy Winward				female
Samuel Buttery				male
Samuel Cohn				male
Samuel Kane				male
Sandi Toksvig	nm0865785	Sandi_Toksvig	33585	female
Sandie Shaw				female
Sandra Bernhard				female
Sandra Gidley				female
Sandra Horley				female
Sandra Howard				female
Sandra Knapp				female
Sandra Stevens				female
Sandy Knapp				female
Sandy Millar				male
Sanjay Subrahmanyam				male
Sanjeev Bhaskar				male
Sanjeev Gupta				male
Sanjeev Kholi				male
Sanjeev Kohli				male
Sanjoy Bhattacharya				male
Sankha Guha				male
Sara Cox				female
Sara Dallin				female
Sara Leighton				female
Sara Lyons				female
Sara Morrison				female
Sara Parkin				female
Sara Pascoe	nm3270778	Sara_Pascoe	33397	female
Sara Powell				female
Sarah Badel				female
Sarah Barber				female
Sarah Baxendale				female
Sarah Beeny				female
Sarah Blackwood				female
Sarah Bridle				
Sarah Brightman				female
Sarah Callaghan			34108	female
Sarah Cawood				female
Sarah Churchwell				female
Sarah Colvin				female
Sarah Cox				female
Sarah Cracknell				female
Sarah Ferguson				female
Sarah Foot				female
Sarah Green				female
Sarah Greene				female
Sarah Harding				female
Sarah Harrison				female
Sarah Hogg				female
Sarah Hudspith				female
Sarah Hutton				female
Sarah Jane Buckley				female
Sarah Jayne Dunn				female
Sarah Jessica Parker				female
Sarah Kendall			246	female
Sarah Lewis				female
Sarah Ludford				female
Sarah Manners				female
Sarah Millican	nm3155853	Sarah_Millican	484	female
Sarah Rees				female
Sarah Richardson				female
Sarah Sands				female
Sarah Silverman			33430	female
Sarah Stevenson				female
Sarah Storey				female
Sarah Stroumsa				female
Sarah Teather				female
Sarah Totty				female
Sarah Whatmore				female
Sarah White				female
Sarah Wilson				female
Sarah Wollaston				female
Sarah-Jane Crawford	nm1454228	Sarah-Jane_Crawford		female
Sarfraz Manzoor				male
Sascha Kindred				male
Saul David				male
Saul Davis				male
Saul Dubow				male
Sayeeda Warsi				female
Scarlett Alice Johnson				female
Scott Bakula				male
Scott Capurro			1	male
Scott Hastings				male
Scott Henshall				male
Scott Mandelbrote				male
Scott Maslen				male
Scott Mills				male
Scott Quinnell				male
Scott Robinson				male
Scott Wright				male
Seal				male
Seamus Mallon				male
Seamus Perry				male
Sean Carroll				male
Sean Conlon				male
Sean Cullen				male
Sean Hughes	nm0400923	Sean_Hughes_(comedian)	689	male
Sean Kelly				male
Sean Lock	nm0516700	Sean_Lock	583	male
Sean Long				male
Sean Maguire				male
Sean O'Brien				male
Sean Paul				male
Sean Rowley				male
Seann Walsh	nm3739275	Seann_Walsh	33413	male
Seb Coe				male
Seb Sanders				male
Sebastian Bach				male
Sebastian Coe				male
Sebastien Izambard				male
Seetha Hallett				female
Selina Scott				female
Semir Zeki				male
Serafina Cuomo				female
Serena Gordon				female
Serena Sinclair				female
Serge Betsen				male
Seth Shostak				male
Shabana Mahmood				female
Shaggy				male
Shahid Khan				male
Shahid Malik				male
Shailesh Vara				male
Shakin' Stevens				male
Shaks Ghosh				female
Shami Chakrabarti				female
Shane Filan				male
Shane Geraghty				male
Shane Lynch				male
Shane Richie				male
Shane Richie Jr.				male
Shane Warne				male
Shane Williams				male
Shannon Tweed				female
Shappi Khorsandi		Shappi_Khorsandi	412	female
Sharleen Spiteri				female
Sharon Condon				female
Sharon Gless				female
Sharon Horgan			34055	female
Sharon Marshall				female
Sharon Maughan				female
Sharon Osbourne				female
Sharon Rooney				female
Sharon Small				female
Sharron Davies				female
Shaun Gayle				male
Shaun Keaveny				male
Shaun Murphy				male
Shaun Pollock				male
Shaun Ryder				male
Shaun Tougher				male
Shaun Udal				male
Shaun Williamson				male
Shaun Woodward				male
Shawn Stockman				male
Shay Given				male
Shayne Ward				male
Shazia Mirza			377	female
Sheena Cruikshank				female
Sheila Ferguson				female
Sheila Gish				female
Sheila Hancock	nm0359430	Sheila_Hancock		female
Sheila Lawlor				female
Sheila Masters				female
Sheila McKechnie				female
Sheila McLean				
Sheila Reid				female
Sheila Roberts				female
Sheila Rothwell				female
Sheila Rowan				female
Sheila Scott				female
Sheila Steafel				female
Sheila Tracy				female
Shelagh Diplock				female
Shelley Conn				female
Shelley Rudman				female
Shellie Poole				female
Sherard Cowper-Coles				male
Sheree Murphy				female
Sheridan Gilley				male
Sheridan Morley				male
Sheridan Smith				female
Sherrie Hewson				female
Sheryl Gascoigne				female
Shilpa Shetty				female
Shingai Shoniwa				female
Shirley Conran				female
Shirley Goodwin				female
Shirley Porter				female
Shirley Robertson				female
Shirley Williams				female
Shirlie Kemp				female
Shobna Gulati				female
Shola Ama				female
Shovell				male
Shriti Vadera				female
Shruti Kapila				female
Shula Marks				female
Shystie				female
Sian Evans				female
Sian Phillips				female
Sian Reese-Williams				female
Sian Reeves				female
Sid Owen				male
Sid Waddell				male
Sid Weighell				male
Sidney Blumenthal				male
Simon Amstell	nm0025435	Simon_Amstell	20	male
Simon Bates				male
Simon Biagi				male
Simon Bird			33419	male
Simon Blackburn				male
Simon Brett				male
Simon Brodbeck				male
Simon Burns				male
Simon Callow				male
Simon Conway Morris				male
Simon Critchley				male
Simon Day			33383	male
Simon Ditchfield				male
Simon Dixon				male
Simon Dyson				male
Simon Evans			195	male
Simon Fanshawe				male
Simon Garfield				male
Simon Glendinning				male
Simon Goldhill				male
Simon Goodwin				male
Simon Gregson				male
Simon Hart				male
Simon Heffer				male
Simon Hoggart	nm0389727	Simon_Hoggart		male
Simon Hornby				male
Simon Hughes				male
Simon Jenkins				male
Simon Jones				male
Simon Kelley				male
Simon Khan				male
Simon King				male
Simon Le Bon				male
Simon Lee				male
Simon Mayo				male
Simon Middleton				male
Simon Munnery			287	male
Simon Newman				male
Simon Pegg			33758	male
Simon Platt				male
Simon Price				male
Simon Redfern				male
Simon Rimmer				male
Simon Saunders				male
Simon Schaffer				male
Simon Schama				male
Simon Sebag Montefiore				male
Simon Shaw				male
Simon Shepherd				male
Simon Singh				male
Simon Skinner				male
Simon Thomas				male
Simon Tillotson				male
Simon Ward				male
Simon Watt				male
Simon Webbe				male
Simon Weston				male
Simon Williams				male
Simon Winchester				male
Simon Wolfson				male
Simon Woodroffe				male
Sinead Cusack				female
Sinead Cusaek				female
Sinead Quinn				female
Sinitta Renet Malone				female
Siobhan Donaghy				female
Siobhan Fahey				female
Siobhan Finneran				female
Siobhan Freegard				female
Siobhan Redmond				female
Sir Andrew Green				male
Sir Anthony Kenny				male
Sir Barry Cunliffe				male
Sir Chris Hoy				male
Sir Christopher Foxley-Norris				male
Sir Colin Humphreys				male
Sir David Hunt				male
Sir David Steel				male
Sir David Steele				male
Sir Frank Kermode				male
Sir George Martin				male
Sir George Young				male
Sir Huw Wheldon				male
Sir John Betjeman				male
Sir John Houghton				male
Sir Martin Rees				male
Sir Max Hastings				male
Sir Michael Gambon				male
Sir Michael Howard				male
Sir Paul Nurse				male
Sir Peter Hall				male
Sir Peter Parker				male
Sir Rhodes Boyson				male
Sir Roger Moore				male
Sir Roger Penrose				male
Sir Roger Penrose eminent physicist				male
Sir Roy Anderson				male
Sir Steve Redgrave				male
Sir Terry Wogan				male
Sister Bliss				female
Siva Kaneswaran				male
Siân Berry				female
Siân Lloyd				female
Siân Phillips				female
Siôn Simon				male
Slash				male
Sonia				female
Sonia Walker				female
Sonya Madan				female
Sophia Ragavelas				female
Sophie Anderton				female
Sophie Ellis-Bextor				female
Sophie Michell				female
Sophie Mirabella				female
Sophie Scott				female
Sophie Thompson				female
Spencer Matthews				male
Spencer Pratt				male
Spike Milligan			99	male
Stacey Solomon				female
Stacie Edwards				female
Stan McMurtry				male
Stana Nenadic				female
Stanley Booth-Clibborn				male
Stanley Johnson				male
Stanley McMurtry				male
Stanley Orme				male
Stanley Tucci				male
Stanley Unwin				male
Stefan Booth				male
Stefan Collini				male
Stefanie Powers				female
Stelios Giannakopoulos				male
Stella Creasy				female
Stephane Anelli				male
Stephanie Beacham				female
Stephanie Calman				female
Stephanie Cole				female
Stephanie Cook				female
Stephanie McIntosh				female
Stephanie O'Brien				female
Stephanie Snow				female
Stephanie Turner				female
Stephanie Waring				female
Stephen Ashfield				male
Stephen Attenborough				male
Stephen Baldwin				male
Stephen Baxter				male
Stephen Bayley				male
Stephen Blundell				male
Stephen Bowman				male
Stephen Byers				male
Stephen Crabb				male
Stephen Dorrell				male
Stephen Fender				male
Stephen Frost			34282	male
Stephen Fry	nm0000410	Stephen_Fry		male
Stephen Gately				male
Stephen Gill				male
Stephen Graham				male
Stephen Green				male
Stephen Halliwell				male
Stephen Hendry				male
Stephen Hunt				male
Stephen Jay Gould				male
Stephen K Amos			200	male
Stephen K. Amos				male
Stephen Kinnock				male
Stephen Knight				male
Stephen Lang				male
Stephen Leacock				male
Stephen Lowe				male
Stephen Maguire				male
Stephen Mangan		Stephen_Mangan		male
Stephen McGann				male
Stephen Merchant			33386	male
Stephen Moyer				male
Stephen Mulhall				male
Stephen Mulhern				male
Stephen Plant				male
Stephen Pollard				male
Stephen Pound				male
Stephen Pumfrey				male
Stephen Tompkinson				male
Stephen Tumim				male
Stephen Twigg				male
Stephen de Martin				male
Stereo Mike				male
