Episode,Date,Guests (Himself/Herself - Role)
14x12,2012-12-24,Joe Wilkinson (Himself);Bruno Tonioli (Himself);Sarah Millican (Herself);Stephen Mangan (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
15x01,2013-01-18,Claudia Winkleman (Herself);Josh Widdicombe (Himself);David O'Doherty (Himself);Jack Dee (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
15x02,2013-01-25,Henning Wehn (Himself);Katherine Ryan (Herself);Gemma Collins (Herself);Richard Bacon (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
15x03,2013-02-01,Joe Wilkinson (Himself);Rachel Riley (Herself);Chris Ramsey (Himself);Tina Malone (Herself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
15x04,2013-02-08,Stephen Mangan (Himself);Tony Law (Himself);Kian Egan (Himself);Tess Daly (Herself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
15x05,2013-02-15,David O'Doherty (Himself);Krishnan Guru-Murthy (Himself);Paul Foot (Himself);Jamelia  (Herself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
15x06,2013-02-22,Joe Wilkinson (Himself);Miles Jupp (Himself);Alex Jones (Herself);Danny Dyer (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
15x07,2013-03-01,Matt Edmondson (Himself);Jack Dee (Himself);Victoria Coren Mitchell (Herself);Rob Beckett (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
15x08,2013-03-08,Henning Wehn (Himself);Denise Van Outen (Herself);Vernon Kay (Himself);Nick Helm (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
15x09,2013-03-22,Joe Wilkinson (Himself);Greg Rutherford (Himself);Nancy Dell'Olio (Herself);Jimeoin  (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
15x10,2013-03-29,Carol Vorderman (Herself);Chris Ramsey (Himself);Mel Giedroyc (Herself);Susan Calman (Herself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
16x01,2013-10-04,David O'Doherty (Himself);Jack Dee (Himself);Steve Jones (Himself);Jamelia  (Herself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
16x02,2013-10-11,Matt Forde (Himself);Paul Foot (Himself);Carol Vorderman (Herself);Richard Hammond (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
16x03,2013-10-18,Alex Brooker (Himself);Miles Jupp (Himself);Henning Wehn (Himself);Helen Flanagan (Herself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
16x04,2013-10-25,Krishnan Guru-Murthy (Himself);Aisling Bea (Herself);Joe Wilkinson (Himself);Tess Daly (Herself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
16x05,2013-11-01,Katherine Ryan (Herself);David O'Doherty (Himself);Tinchy Stryder (Himself);Alex Jones (Herself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
16x06,2013-11-08,Alex Brooker (Himself);Chris Ramsey (Himself);Joe Wilkinson (Himself);Roisin Conaty (Herself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
16x07,2013-11-15,Jordan 'Rizzle' Stephens (Himself);Nick Helm (Himself);Jo Brand (Herself);Louis Walsh (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
16x08,2013-11-22,Rob Beckett (Himself);Freddie Flintoff (Himself);Lorraine Kelly (Herself);Josh Widdicombe (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
16x09,2013-11-29,Trevor Noah (Himself);Josh Widdicombe (Himself);Claudia Winkleman (Herself);Jack Dee (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
17x01,2014-02-17,Rob Beckett (Himself);Dawn O'Porter (Herself);Joe Wilkinson (Himself);Paul Hollywood (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
17x02,2014-02-24,David O'Doherty (Himself);Steve Jones (Himself);Seann Walsh (Himself);Deborah Meaden (Herself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
17x03,2014-03-03,Example  (Himself);Jack Dee (Himself);Roisin Conaty (Herself);Jerry Springer (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
17x04,2014-03-10,Kym Marsh (Herself);Aisling Bea (Herself);Johnny Vegas (Himself);Mel Giedroyc (Herself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
17x05,2014-03-17,James Acaster (Himself);Ronan Keating (Himself);Krishnan Guru-Murthy (Himself);Jo Brand (Herself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
17x06,2014-03-24,Aisling Bea (Herself);Lethal Bizzle (Himself);Christian Jessen (Himself);Joe Wilkinson (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
17x07,2014-04-01,Carol Vorderman (Herself);Henning Wehn (Himself);Phil Spencer (Himself);Fern Brady (Herself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
17x08,2014-04-07,Spencer Matthews (Himself);Josh Widdicombe (Himself);Katherine Ryan (Herself);Alex Jones (Herself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
17x09,2014-04-14,Alex Brooker (Himself);Rob Beckett (Himself);Kate Humble (Herself);Henning Wehn (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
18x01,2014-10-06,Gemma Cairney (Herself);Jack Dee (Himself);Rob Beckett (Himself);Jamie Laing (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
18x02,2014-10-13,Rebecca Adlington (Herself);Romesh Ranganathan (Himself);Henning Wehn (Himself);Henry Winkler (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
18x03,2014-10-20,Tom Rosenthal (Himself);Rob Delaney (Himself);Craig Revel Horwood (Himself);Roisin Conaty (Herself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
18x04,2014-10-27,Aisling Bea (Herself);Gabby Logan (Herself);Joe Wilkinson (Himself);Paul Hollywood (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
18x05,2014-11-04,Jimmy Carr (Himself - Host);Sean Lock (Himself - Team Captain);Jon Richardson (Himself - Team Captain);Alex Jones (Herself);James Acaster (Himself);Sarah Millican (Herself);Alex Brooker (Himself)
18x06,2014-11-10,David O'Doherty (Himself);Charlotte Ritchie (Herself);Melanie Chisholm (Herself);Romesh Ranganathan (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
18x07,2014-11-17,Katherine Ryan (Herself);Jamie Cullum (Himself);Joe Wilkinson (Himself);Kirsty Young (Herself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
18x08,2014-11-24,Carol Vorderman (Herself);Sara Pascoe (Herself);Rob Beckett (Himself);Krishnan Guru-Murthy (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host)
18x09,2014-12-01,Kelly Hoppen (Herself);Henning Wehn (Himself);Louis Smith (Himself);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Jimmy Carr (Himself - Host);David O'Doherty (Himself)
2015x01,2015-12-29,Jimmy Carr (Himself - Host);Jon Richardson (Himself - Team Captain);Sean Lock (Himself - Team Captain);Joey Essex (Himself);Romesh Ranganathan (Himself);Isy Suttie (Herself);Richard Osman (Himself)
