Episode,Date,Guests (Himself/Herself - Role)
19900315,1990-03-15,Des Wilson (Himself);Mary Ann Sieghart (Herself);John MacGregor (Himself);Gordon Brown (Himself);Peter Sissons (Himself - Host)
19900322,1990-03-22,John Smith (Himself);Nicholas Ridley (Himself);Sarah Hogg (Herself);Mark Bonham-Carter (Himself);Peter Sissons (Himself - Host)
19900329,1990-03-29,Peter Sissons (Himself - Host);Alan Beith (Himself);Virginia Bottomley (Herself);David Jenkins (Himself);Gavin Laird (Himself)
19900405,1990-04-05,John Patten (Himself);Rosalind Miles (Herself);Peter Mandelson (Himself);Max Hastings (Himself);Peter Sissons (Himself - Host)
19900426,1990-04-26,Peter Sissons (Himself - Host);Tessa Blackstone (Herself);David Montgomery (Himself);Roger Poole (Himself);Norman Tebbit (Himself)
19900503,1990-05-03,David Steel (Himself);Malcolm Rifkind (Himself);June Osborne (Herself);Jack Cunningham (Himself);Peter Sissons (Himself - Host)
19900510,1990-05-10,Peter Sissons (Himself - Host);Michael Heseltine (Himself);Detta O'Cathain (Herself);John Prescott (Himself);Alan Watkins (Himself)
19900517,1990-05-17,David Waddington (Himself);Jack Straw (Himself);Sheila Lawlor (Herself);Paul Foot (Himself);Peter Sissons (Himself - Host)
19900524,1990-05-24,Norman Stone (Himself);John Harvey-Jones (Himself);Harriet Harman (Herself);Lynda Chalker (Herself);Peter Sissons (Himself - Host)
19900531,1990-05-31,Peter Sissons (Himself - Host);Tony Blair (Himself);Charles Kennedy (Himself);Ann Leslie (Herself);Emma Nicholson (Herself)
19900607,1990-06-07,Ruth Wishart (Herself);Clare Short (Herself);Tom King (Himself);Simon Jenkins (Himself);Peter Sissons (Himself - Host)
19900614,1990-06-14,Peter Sissons (Himself - Host);Tony Benn (Himself);David Blake (Himself);Ann Burdus (Herself);Chris Patten (Himself)
19900621,1990-06-21,Shirley Williams (Herself);John Smith (Himself);Nigel Lawson (Himself);Antonia Fraser (Herself);Peter Sissons (Himself - Host)
19900920,1990-09-20,Caspar Weinberger (Himself);Robert Maxwell (Himself);Douglas Hurd (Himself);Roy Hattersley (Himself);Paddy Ashdown (Himself);Peter Sissons (Himself - Host)
19900927,1990-09-27,Alan Walters (Himself);David Steel (Himself);Cecil Parkinson (Himself);Henry Kissinger (Himself);Gerald Kaufman (Himself);Peter Sissons (Himself - Host)
19901004,1990-10-04,Dennis Skinner (Himself);Bill Jordan (Himself);Edwina Currie (Herself);Peter Sissons (Himself - Host)
19901011,1990-10-11,Peter Sissons (Himself - Host);Bryan Gould (Himself);Michael Heseltine (Himself);Jean Lambert (Herself);Norman Tebbit (Himself)
19901018,1990-10-18,Malcolm Rifkind (Himself);Magnus Linklater (Himself);Margaret Ewing (Herself);Menzies Campbell (Himself);Peter Sissons (Himself - Host);Andrew Neil (Himself);Tony Benn (Himself)
19901025,1990-10-25,Peter Sissons (Himself - Host);Kenneth Clarke (Himself);David Owen (Himself);James Pickles (Himself);John Smith (Himself)
19901101,1990-11-01,Edward Heath (Himself);John Harvey-Jones (Himself);Brenda Dean (Herself);David Blunkett (Himself);Peter Sissons (Himself - Host)
19901108,1990-11-08,Peter Sissons (Himself - Host);John Banham (Himself);David Mellor (Himself);John Prescott (Himself);Nancy Seear (Herself)
19901115,1990-11-15,Mary Whitehouse (Herself);David Jenkins (Himself);Gordon Brown (Himself);Kenneth Baker (Himself);Peter Sissons (Himself - Host)
19901122,1990-11-22,Enoch Powell (Himself);David Owen (Himself);Nigel Lawson (Himself);Simon Jenkins (Himself);Michael Howard (Himself);Roy Hattersley (Himself);James Callaghan (Himself);Paddy Ashdown (Himself);Peter Sissons (Himself - Host)
19901129,1990-11-29,Shirley Williams (Herself);Peter Morgan (Himself);Peter Lilley (Himself);Barbara Castle (Herself);Peter Sissons (Himself - Host)
19901206,1990-12-06,Peter Sissons (Himself - Host);Anna Raeburn (Herself);Anne Robinson (Herself);Geoffrey Howe (Himself);Gerald Kaufman (Himself)
19910110,1991-01-10,Marjorie Thompson (Herself);Gerald Kaufman (Himself);Roy Jenkins (Himself);Douglas Hurd (Himself);Peter Sissons (Himself - Host)
19910117,1991-01-17,Peter Sissons (Himself - Host);Bruce Kent (Himself);David Owen (Himself);David Sheppard (Himself);Gerald Kaufman (Himself);Kenneth Clarke (Himself);Paddy Ashdown (Himself);Roy Hattersley (Himself)
19910124,1991-01-24,Chris Patten (Himself);Ghada Karmi (Herself);Denis Healey (Himself);Henry Catto (Himself);Peter Sissons (Himself - Host)
19910131,1991-01-31,Peter Sissons (Himself - Host);Max Hastings (Himself);Edward Heath (Himself);Sara Parkin (Herself);John Smith (Himself)
19910207,1991-02-07,Norman Tebbit (Himself);David Steel (Himself);William Rees-Mogg (Himself);Tony Banks (Himself);Peter Sissons (Himself - Host)
19910214,1991-02-14,Peter Sissons (Himself - Host);Jeffrey Archer (Himself);Margaret Beckett (Herself);Melvyn Bragg (Himself);Malcolm Rifkind (Himself)
19910221,1991-02-21,John Prescott (Himself);Shirley Porter (Herself);Garret Fitzgerald (Himself);Kenneth Baker (Himself);Peter Sissons (Himself - Host)
19910228,1991-02-28,Peter Sissons (Himself - Host)
19910307,1991-03-07,Des Wilson (Himself);John Stalker (Himself);Edwina Currie (Herself);Robin Cook (Himself);Peter Sissons (Himself - Host)
19910314,1991-03-14,Olga Maitland (Herself);Helena Kennedy (Herself);Peter Brooke (Himself);Tony Blair (Himself);Peter Sissons (Himself - Host)
19910411,1991-04-11,Peter Sissons (Himself - Host);David Mellor (Himself);Simon Hughes (Himself);Stephen Fry (Himself);Tony Benn (Himself)
19910418,1991-04-18,Cyril Smith (Himself);Detta O'Cathain (Herself);David Hunt (Himself);Bryan Gould (Himself);Peter Sissons (Himself - Host)
19910425,1991-04-25,Peter Sissons (Himself - Host);Alan Beith (Himself);John Pilger (Himself);Angela Rumbold (Herself);John Smith (Himself)
19910502,1991-05-02,William Waldegrave (Himself);Nancy Seear (Herself);Ann Robinson (Herself);Roy Hattersley (Himself);Peter Sissons (Himself - Host)
19910509,1991-05-09,Peter Sissons (Himself - Host);Gordon Brown (Himself);Janet Cohen (Herself);Sally Hamwee (Herself);Nicholas Ridley (Himself)
19910516,1991-05-16,Clare Short (Herself);Zerbanoo Gifford (Herself);Garret Fitzgerald (Himself);Kenneth Baker (Himself);Peter Sissons (Himself - Host)
19910523,1991-05-23,Ken Livingstone (Himself);Charles Kennedy (Himself);Michael Howard (Himself);Anila Graham (Herself);Peter Sissons (Himself - Host)
19910530,1991-05-30,Peter Sissons (Himself - Host);Paul Boateng (Himself);Geoffrey Howe (Himself);Rosalind Miles (Herself);Shirley Porter (Herself)
19910606,1991-06-06,Des Wilson (Himself);Glenda Jackson (Herself);Bernard Ingham (Himself);Diana Cornish (Herself);Peter Sissons (Himself - Host)
19910613,1991-06-13,Peter Sissons (Himself - Host);Virginia Bottomley (Herself);John Edmonds (Himself);Andrew Neil (Himself);Joan Ruddock (Herself)
19910912,1991-09-12,Peter Sissons (Himself - Host);Julia Neuberger (Herself);Michael Heseltine (Himself);Paddy Ashdown (Himself);Tony Blair (Himself)
19910919,1991-09-19,Peter Sissons (Himself - Host)
19910926,1991-09-26,Peter Sissons (Himself - Host);John Banham (Himself);Malcolm Rifkind (Himself);Marjorie Thompson (Herself);Mo Mowlam (Herself)
19911003,1991-10-03,Peter Sissons (Himself - Host)
19911010,1991-10-10,Peter Sissons (Himself - Host)
19911017,1991-10-17,Peter Sissons (Himself - Host)
19911024,1991-10-24,Elizabeth Symons (Herself);John Egan (Himself);Kenneth Clarke (Himself);Peter Sissons (Himself - Host)
19911031,1991-10-31,John MacGregor (Himself);Roy Jenkins (Himself);Garret Fitzgerald (Himself);Margaret Beckett (Herself);Peter Sissons (Himself - Host)
19911107,1991-11-07,Peter Sissons (Himself - Host)
19911114,1991-11-14,Peter Sissons (Himself - Host)
19911121,1991-11-21,Peter Sissons (Himself - Host)
19911128,1991-11-28,Peter Sissons (Himself - Host);David Blunkett (Himself);David Mellor (Himself)
19911205,1991-12-05,Peter Sissons (Himself - Host);Tony Benn (Himself);Christine Crawley (Herself);Howard Davies (Himself);Gillian Shephard (Herself)
19911212,1991-12-12,Peter Sissons (Himself - Host)
19920123,1992-01-23,Des Wilson (Himself);John Smith (Himself);Virginia Bottomley (Herself);Peter Sissons (Himself - Host)
19920130,1992-01-30,Peter Sissons (Himself - Host);Kenneth Baker (Himself);John Harvey-Jones (Himself);Ann Taylor (Herself)
19920206,1992-02-06,Shirley Williams (Herself);Yve Newbold (Herself);Patricia Hewitt (Herself);Edwina Currie (Herself);Peter Sissons (Himself - Host)
19920213,1992-02-13,Peter Sissons (Himself - Host);Edward Heath (Himself);Gerald Kaufman (Himself)
19920220,1992-02-20,Peter Sissons (Himself - Host);Peter Lilley (Himself)
19920227,1992-02-27,William Rodgers (Himself);Tom King (Himself);Peter Sissons (Himself - Host)
19920305,1992-03-05,Peter Sissons (Himself - Host);Michael Howard (Himself);Menzies Campbell (Himself)
19920312,1992-03-12,Peter Sissons (Himself - Host);Margaret Beckett (Herself);Douglas Hurd (Himself)
19920319,1992-03-19,David Steel (Himself);Chris Patten (Himself);Ieuan Wyn Jones (Himself);Gordon Brown (Himself);Peter Sissons (Himself - Host)
19920326,1992-03-26,Peter Sissons (Himself - Host);John Taylor (Himself);Norman Lamont (Himself);Roy Hattersley (Himself);Simon Hughes (Himself)
19920402,1992-04-02,John Smith (Himself);Alex Salmond (Himself);Michael Heseltine (Himself);Alan Beith (Himself);Peter Sissons (Himself - Host)
19920423,1992-04-23,Peter Sissons (Himself - Host)
19920430,1992-04-30,Peter Sissons (Himself - Host)
19920507,1992-05-07,Peter Sissons (Himself - Host)
19920514,1992-05-14,Peter Sissons (Himself - Host)
19920521,1992-05-21,Peter Sissons (Himself - Host);Anthony Scrivener (Himself);Kenneth Clarke (Himself);Paul Boateng (Himself);Susan Masham (Herself)
19920528,1992-05-28,Peter Sissons (Himself - Host)
19920604,1992-06-04,Mo Mowlam (Herself);Virginia Bottomley (Herself);Peter Sissons (Himself - Host)
19920611,1992-06-11,Peter Sissons (Himself - Host);Gillian Shephard (Herself);John Smith (Himself);Edwina Currie (Herself);Paddy Ashdown (Himself)
19920618,1992-06-18,Peter Sissons (Himself - Host);John Prescott (Himself);Malcolm Rifkind (Himself)
19920917,1992-09-17,John Patten (Himself);Robin Cook (Himself);Peter Sissons (Himself - Host)
19920924,1992-09-24,Peter Sissons (Himself - Host);Denis Healey (Himself);Cecil Parkinson (Himself)
19921001,1992-10-01,Arthur Scargill (Himself);Michael Portillo (Himself);Malcolm Bruce (Himself);Margaret Beckett (Herself);Peter Sissons (Himself - Host)
19921008,1992-10-08,Peter Sissons (Himself - Host);Gordon Brown (Himself)
19921015,1992-10-15,Liz Lynne (Herself);Bernard Ingham (Himself);Judith Chaplin (Herself);Janet Anderson (Herself);Peter Sissons (Himself - Host)
19921022,1992-10-22,Bernard Weatherill (Himself);Harriet Harman (Herself);Peter Sissons (Himself - Host);Andrew Neil (Himself)
19921029,1992-10-29,Peter Sissons (Himself - Host);Ed Koch (Himself);Jeane Kirkpatrick (Herself);Kurt L. Schmoke (Himself);Shirley Williams (Herself);Vin Weber (Himself)
19921105,1992-11-05,Peter Sissons (Himself - Host);Michael Dobbs (Himself);Julia Neuberger (Herself);William Waldegrave (Himself)
19921112,1992-11-12,Elizabeth Symons (Herself);Neil Kinnock (Himself);Roy Jenkins (Himself);Kenneth Clarke (Himself);Peter Sissons (Himself - Host)
19921119,1992-11-19,Peter Sissons (Himself - Host);Nigel Lawson (Himself);John Prescott (Himself);Anna Vinton (Herself)
19921126,1992-11-26,Tim Waterstone (Himself);Gillian Shephard (Herself);Joan Ruddock (Herself);Lorna Fitzsimons (Herself);Peter Sissons (Himself - Host)
19921203,1992-12-03,Peter Sissons (Himself - Host);Glenda Jackson (Herself);David Mellor (Himself);Peter Mandelson (Himself);Russell Johnston (Himself)
19921210,1992-12-10,Peter Sissons (Himself - Host)
19930114,1993-01-14,David Steel (Himself);Patience Purchas (Herself);Virginia Bottomley (Herself);Tony Blair (Himself);Peter Sissons (Himself - Host)
19930121,1993-01-21,Edward Roberts (Himself);Elaine Foster (Herself);Jean Denton (Herself);David Blunkett (Himself);Peter Sissons (Himself - Host)
19930128,1993-01-28,Peter Sissons (Himself - Host);Simon Jenkins (Himself);Mo Mowlam (Herself)
19930204,1993-02-04,Ian McAllister (Himself);Michael Heseltine (Himself);Jan Hall (Herself);Tony Benn (Himself);Peter Sissons (Himself - Host)
19930211,1993-02-11,Peter Sissons (Himself - Host);Douglas Hurd (Himself);Dawn Primarolo (Herself);Hilary Williams (Herself)
19930218,1993-02-18,Nicholas Soames (Himself);Ken Livingstone (Himself);Peter Sissons (Himself - Host)
19930225,1993-02-25,Peter Sissons (Himself - Host);Kate Hoey (Herself);George Young (Himself)
19930304,1993-03-04,Peter Sissons (Himself - Host);Tessa Blackstone (Herself);Charles Kennedy (Himself);Brian Mawhinney (Himself)
19930311,1993-03-11,Malcolm Rifkind (Himself);Paul Boateng (Himself);Peter Sissons (Himself - Host)
19930318,1993-03-18,Peter Sissons (Himself - Host);John Harvey-Jones (Himself);David Hunt (Himself);Gordon Brown (Himself);Ieuan Wyn Jones (Himself)
19930325,1993-03-25,David Starkey (Himself);Moira Constable (Herself);Kenneth Baker (Himself);Peter Sissons (Himself - Host)
19930401,1993-04-01,Peter Sissons (Himself - Host);Gyles Brandreth (Himself);John Eatwell (Himself);Amanda Platell (Herself)
19930422,1993-04-22,Peter Jonas (Himself);Roy Hattersley (Himself);Edwina Currie (Herself);Kay Coleman (Herself);Peter Sissons (Himself - Host)
19930429,1993-04-29,Peter Sissons (Himself - Host);Pam Charlwood (Herself);Glenys Kinnock (Herself);Emma Nicholson (Herself);Elizabeth Symons (Herself)
19930506,1993-05-06,Tim Razzall (Himself);Bryan Gould (Himself);Judi Clements (Herself);Jonathan Aitken (Himself);Peter Sissons (Himself - Host)
19930513,1993-05-13,Peter Sissons (Himself - Host);Frank Dobson (Himself);Tim Eggar (Himself);John Monks (Himself);Ann Robinson (Herself)
19930520,1993-05-20,Ray Williamson (Himself);Patricia Hewitt (Herself);Alan Eastwood (Himself);Lynda Chalker (Herself);Peter Sissons (Himself - Host)
19930527,1993-05-27,Peter Sissons (Himself - Host);Margaret Beckett (Herself);Simon Hughes (Himself);Andrew Neil (Himself);Tony Newton (Himself)
19930603,1993-06-03,Gerald Kaufman (Himself);Martin Jacques (Himself);Edward Heath (Himself);Luna Frank-Riley (Herself);Peter Sissons (Himself - Host)
19930610,1993-06-10,Jack Straw (Himself);Joyce McMillan (Herself);Ian Lang (Himself);Margaret Ewing (Herself);Peter Sissons (Himself - Host)
19930617,1993-06-17,Peter Sissons (Himself - Host);Michael Angus (Himself);John Prescott (Himself);Norman Tebbit (Himself);Shirley Williams (Herself)
19930916,1993-09-16,Clare Short (Herself);Norman Lamont (Himself);Roy Jenkins (Himself);Howard Davies (Himself);Peter Sissons (Himself - Host)
19930923,1993-09-23,Peter Sissons (Himself - Host);Alan Beith (Himself);Robert Horton (Himself);Michael Howard (Himself);Mo Mowlam (Herself)
19930930,1993-09-30,David Mellor (Himself);Liz Lynne (Herself);John Edmonds (Himself);Tony Blair (Himself);Peter Sissons (Himself - Host)
19931007,1993-10-07,Peter Sissons (Himself - Host);Menzies Campbell (Himself);Harriet Harman (Herself);Simon Jenkins (Himself);John Patten (Himself)
19931014,1993-10-14,William Waldegrave (Himself);Elizabeth Symons (Herself);Bernard Ingham (Himself);Bryan Gould (Himself);Peter Sissons (Himself - Host)
19931021,1993-10-21,Peter Mandelson (Himself);Robert Key (Himself);Victoria Glendinning (Herself);Alan Clark (Himself);Peter Sissons (Himself - Host)
19931028,1993-10-28,Peter Sissons (Himself - Host);George Carman (Himself);Charles Pollard (Himself);Vivien Stern (Herself);Peter Taylor (Himself)
19931104,1993-11-04,Edwina Currie (Herself);Tony Benn (Himself);Emeka Anyaoku (Himself);Peter Sissons (Himself - Host);Niall Ferguson (Himself)
19931111,1993-11-11,Peter Sissons (Himself - Host);Hilary Armstrong (Herself);Stephen Dorrell (Himself);Arthur Scargill (Himself);David Steel (Himself)
19931118,1993-11-18,Christina Gorna (Herself);Norman Fowler (Himself);Malcolm Bruce (Himself);Gordon Brown (Himself);Peter Sissons (Himself - Host)
19931125,1993-11-25,Peter Sissons (Himself - Host);Roy Hattersley (Himself);Margaret Hodge (Herself);David Hunt (Himself);Sara Morrison (Herself)
19931202,1993-12-02,Michael Portillo (Himself);Robin Cook (Himself);Peter Sissons (Himself - Host)
19931209,1993-12-09,Peter Sissons (Himself - Host);Michael Dobbs (Himself);Edward Heath (Himself);Neil Kinnock (Himself);Julia Neuberger (Herself)
19940113,1994-01-13,David Dimbleby (Himself - Host);Paddy Ashdown (Himself);Kenneth Clarke (Himself);John Prescott (Himself);Ann Robinson (Herself)
19940120,1994-01-20,David Starkey (Himself);Estelle Morris (Herself);Garret Fitzgerald (Himself);Jeffrey Archer (Himself);David Dimbleby (Himself - Host)
19940127,1994-01-27,David Dimbleby (Himself - Host);Virginia Bottomley (Herself);Ian Hay Davidson (Himself);Brenda Dean (Herself);Steve Jones (Himself)
19940203,1994-02-03,Ken Livingstone (Himself);Peter Lilley (Himself);Roy Jenkins (Himself);Kamlesh Bahl (Herself);David Dimbleby (Himself - Host)
19940210,1994-02-10,David Dimbleby (Himself - Host);Paddy Mayhew (Himself);Mary McAleese (Herself);Chris McGimpsey (Himself);Clare Short (Herself)
19940217,1994-02-17,Mo Mowlam (Herself);Michael Mansfield (Himself);John MacGregor (Himself);Max Hastings (Himself);David Dimbleby (Himself - Host)
19940224,1994-02-24,David Dimbleby (Himself - Host);Tony Blair (Himself);Peter Hennessy (Himself);Douglas Hogg (Himself);Ann Leslie (Herself)
19940303,1994-03-03,David Steel (Himself);Nicholas Soames (Himself);Andrew Neil (Himself);Glenda Jackson (Herself);David Dimbleby (Himself - Host)
19940310,1994-03-10,David Dimbleby (Himself - Host);Christina Baxter (Herself);Jack Cunningham (Himself);Paul Johnson (Himself);William Waldegrave (Himself)
19940317,1994-03-17,John Redwood (Himself);Kim Howells (Himself);David Dimbleby (Himself - Host)
19940324,1994-03-24,David Dimbleby (Himself - Host);Liz Lynne (Herself);John Patten (Himself);Robert Scott (Himself);Jack Straw (Himself)
19940414,1994-04-14,Shirley Williams (Herself);Norman Tebbit (Himself);Anne Minto (Herself);Margaret Beckett (Herself);David Dimbleby (Himself - Host)
19940421,1994-04-21,David Dimbleby (Himself - Host);David Alton (Himself);Tony Benn (Himself);Gerald Malone (Himself);Sara Morrison (Herself)
19940428,1994-04-28,Terry Waite (Himself);Charles Kennedy (Himself);Harriet Harman (Herself);John Gummer (Himself);David Dimbleby (Himself - Host)
19940505,1994-05-05,David Dimbleby (Himself - Host);Glenys Kinnock (Herself)
19940512,1994-05-12,Alex Salmond (Himself);George Robertson (Himself);Malcolm Rifkind (Himself);Menzies Campbell (Himself);David Dimbleby (Himself - Host)
19940519,1994-05-19,David Dimbleby (Himself - Host);Edwina Currie (Herself);Simon Hughes (Himself);Gerald Kaufman (Himself);Charles Powell (Himself)
19940526,1994-05-26,Joyce Quin (Herself);John MacGregor (Himself);Terence Conran (Himself);Alan Beith (Himself);David Dimbleby (Himself - Host)
19940602,1994-06-02,John Prescott (Himself);P.D. James (Herself);Michael Heseltine (Himself);Alex Carlile (Himself);David Dimbleby (Himself - Host)
19940609,1994-06-09,David Dimbleby (Himself - Host);Robin Cook (Himself);David Hunt (Himself)
19940616,1994-06-16,Michael Portillo (Himself);Robin Cook (Himself);Tim Clement-Jones (Himself);Valerie Amos (Herself);David Dimbleby (Himself - Host)
19940915,1994-09-15,David Dimbleby (Himself - Host);Stephen Dorrell (Himself);Harriet Harman (Herself);Ian Hislop (Himself);Anne-Marie Huby (Herself)
19940922,1994-09-22,Judith Donovan (Herself);Jean Denton (Herself);Robin Cook (Himself);Menzies Campbell (Himself);David Dimbleby (Himself - Host)
19940929,1994-09-29,David Dimbleby (Himself - Host);Roy Calne (Himself);Alan Clark (Himself);Anne Kelleher (Herself);Clare Short (Herself)
19941006,1994-10-06,Richard Holme (Himself);Teresa Gorman (Herself);Louise Christian (Herself);Gordon Brown (Himself);David Dimbleby (Himself - Host)
19941013,1994-10-13,David Dimbleby (Himself - Host);Malcolm Bruce (Himself);David Hunt (Himself);Mo Mowlam (Herself);Mary Ann Sieghart (Herself)
19941020,1994-10-20,John Redwood (Himself);John Prescott (Himself);Jude Kelly (Herself);Fiona Gilmore (Herself);David Dimbleby (Himself - Host)
19941027,1994-10-27,David Dimbleby (Himself - Host);Margaret Beckett (Herself);Daniel Finkelstein (Himself);Gerald Malone (Himself);Denise Searle (Herself)
19941103,1994-11-03,Cristina Odone (Herself);Charles Kennedy (Himself);Roger Gale (Himself);Frank Dobson (Himself);David Dimbleby (Himself - Host)
19941110,1994-11-10,Matthew Parris (Himself);Norman Lamont (Himself);Christine Hancock (Herself);Diane Abbott (Herself);David Dimbleby (Himself - Host)
19941117,1994-11-17,David Dimbleby (Himself - Host);Janet Daley (Herself);Tony Newton (Himself);Jack Straw (Himself);Susan Thomas (Herself)
19941124,1994-11-24,Alex Salmond (Himself);John MacKay (Himself);Helen Liddell (Herself);Hilary Campbell (Herself);David Dimbleby (Himself - Host)
19941201,1994-12-01,David Dimbleby (Himself - Host);Alex Carlile (Himself);Gill Nott (Herself);Ann Taylor (Herself);George Young (Himself)
19941208,1994-12-08,Brid Rodgers (Herself);Ivor Richard (Himself);Paddy Mayhew (Himself);Ken Maginnis (Himself);David Dimbleby (Himself - Host)
19941215,1994-12-15,David Dimbleby (Himself - Host);Ruth Deech (Herself);Dawn Primarolo (Herself);Malcolm Rifkind (Himself);Francis Wheen (Himself)
19950112,1995-01-12,Michael Howard (Himself);Margaret Hodge (Herself);Victoria Glendinning (Herself);Niall Ferguson (Himself);David Dimbleby (Himself - Host)
19950119,1995-01-19,Matthew Taylor (Himself);Gwynneth Flower (Herself);John Denham (Himself);Edwina Currie (Herself);David Dimbleby (Himself - Host)
19950126,1995-01-26,David Dimbleby (Himself - Host);David Alton (Himself);Rosie Boycott (Herself);Alistair Burt (Himself);Angela Eagle (Herself)
19950202,1995-02-02,Jan Hall (Herself);Christopher Frayling (Himself);Paul Boateng (Himself);Michael Ancram (Himself);David Dimbleby (Himself - Host)
19950209,1995-02-09,David Dimbleby (Himself - Host);Alan Beith (Himself);Kate Hoey (Herself);Teddy Taylor (Himself);Anne Wright (Herself)
19950216,1995-02-16,Dafydd Wigley (Himself);Peter Lilley (Himself);Fiona Driscoll (Herself);Ann Clwyd (Herself);David Dimbleby (Himself - Host)
19950223,1995-02-23,David Dimbleby (Himself - Host);Germaine Greer (Herself);Michael Portillo (Himself);Joyce Quin (Herself);David Steel (Himself)
19950302,1995-03-02,Robin Page (Himself);Jean Lambert (Herself);Jeremy Hanley (Himself);Judith Church (Herself);David Dimbleby (Himself - Host)
19950309,1995-03-09,Chris Smith (Himself);Steven Norris (Himself);Liz Lynne (Herself);Kamlesh Bahl (Herself);David Dimbleby (Himself - Host)
19950316,1995-03-16,David Dimbleby (Himself - Host);Colin Blakemore (Himself);Jo Brand (Herself);Brian Mawhinney (Himself);Joan Ruddock (Herself)
19950323,1995-03-23,Ray Michie (Herself);Ian Lang (Himself);Margaret Ewing (Herself);Donald Dewar (Himself);David Dimbleby (Himself - Host)
19950330,1995-03-30,Frederic Raphael (Himself);Diana Maddock (Herself);Jack Cunningham (Himself);Angela Browning (Herself);David Dimbleby (Himself - Host)
19950427,1995-04-27,David Dimbleby (Himself - Host);Paddy Ashdown (Himself);David Hunt (Himself);Bridget Rosewell (Herself);Clare Short (Herself)
19950511,1995-05-11,Rosemary Righter (Herself);Elfyn Llwyd (Himself);Glenys Kinnock (Herself);Neil Hamilton (Himself);David Dimbleby (Himself - Host)
19950518,1995-05-18,David Dimbleby (Himself - Host);John Denham (Himself);Jessica Mann (Herself);Alan Clark (Himself);Susan Thomas (Herself)
19950525,1995-05-25,Alistair Darling (Himself);Frances Crook (Herself);John Charmley (Himself);Virginia Bottomley (Herself);David Dimbleby (Himself - Host)
19950601,1995-06-01,David Dimbleby (Himself - Host);Menzies Campbell (Himself);Robin Cook (Himself);Ann Leslie (Herself);Nicholas Soames (Himself)
19950615,1995-06-15,Barbara Young (Herself);George Robertson (Himself);Josephine Hart (Herself);Jonathan Aitken (Himself);David Dimbleby (Himself - Host)
19950622,1995-06-22,David Dimbleby (Himself - Host);Simon Hughes (Himself);Carolyn Johnson (Herself);Michael Mates (Himself);Mo Mowlam (Herself)
19950921,1995-09-21,George Robertson (Himself);Charles Kennedy (Himself);Michael Hirst (Himself);Roseanna Cunningham (Herself);David Dimbleby (Himself - Host)
19950928,1995-09-28,David Dimbleby (Himself - Host);Patricia Hewitt (Herself);Steve Jones (Himself);John Maples (Himself);Sarah Sands (Herself)
19951005,1995-10-05,Norman Tebbit (Himself);Liz Lynne (Herself);Lisa Jardine (Herself);Robin Cook (Himself);David Dimbleby (Himself - Host)
19951012,1995-10-12,Marilyn Orcharton (Herself);Kenneth Clarke (Himself);Alex Carlile (Himself);Margaret Beckett (Herself);David Dimbleby (Himself - Host)
19951019,1995-10-19,David Dimbleby (Himself - Host);Louise Christian (Herself);Stephen Dorrell (Himself);Ian Hislop (Himself);John Prescott (Himself)
19951026,1995-10-26,Mary Ann Sieghart (Herself);Diana Maddock (Herself);Norman Lamont (Himself);Roy Hattersley (Himself);David Dimbleby (Himself - Host)
19951102,1995-11-02,David Dimbleby (Himself - Host);Dafydd Elis-Thomas (Himself);William Hague (Himself);Margaret Jay (Herself);Natalie Wheen (Herself)
19951109,1995-11-09,Elizabeth Symons (Herself);John Redwood (Himself);Sheila Masters (Herself);Ken Livingstone (Himself);David Dimbleby (Himself - Host)
19951116,1995-11-16,David Dimbleby (Himself - Host);Frank Dobson (Himself);Michael Forsyth (Himself);Anne-Marie Huby (Herself);Ray Michie (Herself)
19951123,1995-11-23,Ann Taylor (Herself);Angela Rumbold (Herself);Richard Littlejohn (Himself);Keith Hellawell (Himself);David Dimbleby (Himself - Host)
19951130,1995-11-30,William Waldegrave (Himself);Shriti Vadera (Herself);Roy Jenkins (Himself);Harriet Harman (Herself);David Dimbleby (Himself - Host)
19951207,1995-12-07,David Dimbleby (Himself - Host);Michael Ancram (Himself);Seamus Mallon (Himself);Mo Mowlam (Herself);David Trimble (Himself)
19951214,1995-12-14,Gill Nott (Herself);Ruth Mackenzie (Herself);David Evans (Himself);Tony Banks (Himself);David Dimbleby (Himself - Host)
19960111,1996-01-11,David Dimbleby (Himself - Host);Edwina Currie (Herself);Nick Harvey (Himself);Tina Knight (Herself);Peter Mandelson (Himself)
19960118,1996-01-18,Joan Ruddock (Herself);Elizabeth Meehan (Herself);Max Hastings (Himself);Roger Freeman (Himself);David Dimbleby (Himself - Host)
19960125,1996-01-25,David Dimbleby (Himself - Host);Virginia Bottomley (Herself);Simon Hughes (Himself);Clare Short (Herself);Stephen Tumim (Himself)
19960201,1996-02-01,Chris Smith (Himself);Emma Nicholson (Herself);Ruth Lea (Herself);Alan Duncan (Himself);David Dimbleby (Himself - Host)
19960208,1996-02-08,Mavis Nicholson (Herself);Peter Lilley (Himself);Rodney Klevan (Himself);Tessa Jowell (Herself);David Dimbleby (Himself - Host)
19960215,1996-02-15,David Dimbleby (Himself - Host);Malcolm Bruce (Himself);Kenneth Clarke (Himself);Bronwen Maddox (Herself);John Prescott (Himself)
19960222,1996-02-22,Brian Mawhinney (Himself);Tessa Keswick (Herself);Claire Holder (Herself);Tony Benn (Himself);David Dimbleby (Himself - Host)
